Hafle Va'fele,5880,הפלה ופלא,"וּמשה הכּה על צוּר, בּמטה הכּה על סלא--סלא, בּמטה הכּה על סלא..."
Hafle Va'fele,5881,הפלה ופלא,"וּמשה הכּה על צוּר, בּמטה הכּה על סלא--סלא, בּמטה הכּה על סלא..."
Hafle Va'fele,5882,הפלה ופלא,"וּמשה הכּה על צוּר, בּמטה הכּה על סלא--סלא, בּמטה הכּה על סלא..."
Hafle Va'fele,18654,הפלה ופלא,"וּמשה הכּה על צוּר, בּמטה הכּה על סלא--סלא, בּמטה הכּה על סלא..."
Hafle Va'fele,26395,הפלה ופלא,"וּמשה הכּה על צוּר, בּמטה הכּה על סלא--סלא, בּמטה הכּה על סלא..."
Hagdi She'avad (Heb),25087,ישׂמח הר-ציוֹן (תהלים מח),"ישׂמח הר-ציוֹן תּגלנה בּנוֹת יהוּדה למען משפּטיך,"
Hagdi She'avad (Heb),5895,ישׂמח הר-ציוֹן (תהלים מח),
"Hagez (The Wool, Gozu Gez, Heb)",5899,"הגז (גוזו גז, עבֿרית)","לבכּשׂה זמרו נא זמר, שיר לדז ושיר לצמר! דוזו גז, גוזו גז,"
Hagidu Khevre (Heb),5900,הגידו חבריא (עבֿרית),
"Hahelekh (The Wanderer, Heb)",5901,ההלך (עבֿרית),באשר ההלך שם ביתי שם סובכת דלתי טווה פניו בפלך...
"Haifa (Shalmoni, Heb)",5903,"חיפה (שאַלמאָני, עבֿרית)",
Hakerem (Heb),20748,הכּרם (יבֿרית),
Hakhagiga Nigmeret (Heb),5908,החגיגה נגמרת (עבֿרית),
Hakhagiga Nigmeret (Heb),20256,החגיגה נגמרת (עבֿרית),ולפעמים החגיגה נגמרת כבוי אורות החצוצרה אומרת החצוצרה...
Hakhagiga Nigmeret (Heb),21561,החגיגה נגמרת (עבֿרית),ולפעמים החגיגה נגמרת כבוי אורות החצוצרה אומרת החצוצרה...
Hakhnisini Takhat Knafekh (Heb),20765,הכניסיני תחת כּנפך,"הכיסיני תּחת כּנפך, והיי לי אם ואהוֹת, ויהי חיקך מקלט ראשי,"
Hakhnisini Takhat Knafekh (Heb),5913,הכניסיני תחת כּנפך,"הכיסיני תּחת כּנפך, והיי לי אם ואהוֹת, ויהי חיקך מקלט ראשי,"
Hakhnisini Takhat Knafekh (Heb),26279,הכניסיני תחת כּנפך,"הכיסיני תּחת כּנפך, והיי לי אם ואהוֹת, ויהי חיקך מקלט ראשי,"
Hakhnisini Takhat Knafekh (Heb),5912,הכניסיני תחת כּנפך,"הכיסיני תּחת כּנפך, והיי לי אם ואהוֹת, ויהי חיקך מקלט ראשי,"
Hakol Biglal Masmer (Heb),5921,בּגלל מסמר (עבֿרית),
"Hakotel (The Wall, Heb)",5927,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
"Hakotel (The Wall, Heb)",5928,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
"Hakotel (The Wall, Heb)",5929,הכּותל,עמדה נערה מוּל הכּתל שפתים קרבּה ןסנטר.
"Hakotel (The Wall, Heb)",5930,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
"Hakotel (The Wall, Heb)",5931,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
"Hakotel (The Wall, Heb)",5932,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
"Hakotel (The Wall, Heb)",5926,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,"
Hakrav Ha'Akharon (Heb),5934,הקרב האחרון (עברית),"רוּח אט נשׁב, תּנוּע הצמרת, וּבחלוֹנך גוֹוע אוֹר הנר,"
Hakrav Ha'Akharon (Heb),5933,הקרב האחרון (עברית),"רוּח אט נשׁב, תּנוּע הצמרת, וּבחלוֹנך גוֹוע אוֹר הנר,"
Haku Batof (Heb),5937,חג האור,
Hal'a Yardeyn (Heb),5940,הלאה ירדן,הלאה ירדן הלאה זל! יהמוּ גליך. עלי גדוֹתיך שטף וגל חלאת ארצך!
Halayla Aravti (Heb),5943,בּשל תפּוח (עבֿרית),
Halayla Avar (Heb),5944,הלילה עבר (עבֿרית),
Halayla Holekh Bashderot (Heb),21539,הלילה הולך בּשׂדרות (עבֿרית),
"Halben (Cleanse Us Of Sins, Heb)",5946,הלבּן,
"Haleloo (Song Of The Bum, Heb)",5954,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,"
"Haleloo (Song Of The Bum, Heb)",5951,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,"
"Haleloo (Song Of The Bum, Heb)",5955,"הללו (זמר נודד, עבֿרית)",
"Haleloo (Song Of The Bum, Heb)",5952,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,"
"Haleloo (Song Of The Bum, Heb)",5953,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,"
Haleluka (Heb),5960,"הללוי""ה (עבֿרית)","הללוי""ה לה"" (4), הללויה הללוי את שם ה"" הללו עבדי ה"""
Haleluka (Heb),5959,"הללוי""ה (עבֿרית)","הללוי""ה לה"" (4), הללויה הללוי את שם ה"" הללו עבדי ה"""
"Haleluya (Days Of Awe, Heb)",5961,"הללוּיה (ימים הנורים, יבֿרית)","הללוּיה. הללוּ-אל בּקדשׁוֹ, הללוּהוּ בּרקיע עזוֹ: הללוּהוּ בּדבוּרתיו,"
"Haleluya (Giladi, Heb)",5962,הלליוה (עבֿרית),
Haleluya (Heb Pop Song),5964,הללויה,
Haleluya (Heb Pop Song),5963,הללויה,
Haleluya (Heb),5969,הללויה,
Haleluya (Heb),5970,הללויה,
"Haleluya (Heb, Ephros)",5971,"הללויה (עבֿרית, עפֿראָס)",
"Haleluya (Psalm 150, Nowakowsky",5979,"הללויה (תהלים קנ, נאָװאָקאָסקי)",
"Haleluya (Shabos, Heb)",5983,הללויה,
"Haleluya (Zmire, Heb)",5985,"הללויה (זמירה, עבֿרית)",
Haleluya Betseltseli Trua (Heb),5987,הללויה בּצלצלי תרועה (עבֿרית),"הללויה, הללויה, בּצלצלי...הללוי, הללויה, בּצלצלי תרועה"
Haleluya Lakapap (Heb),5988,"הללוה לקפּ""פּ",
Halikha Lekesariya (Heb),21571,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,"
Halikha Lekesariya (Heb),25175,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,"
Halikha Lekesariya (Heb),6003,הליכה לקיסריה,
Halikha Lekesariya (Heb),6002,הליכה לקיסריה,
Halikha Lekesariya (Heb),6000,הליכה לקיסריה,
Halikha Lekesariya (Heb),6001,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,"
"Hallel (Heb, Malavsky)",6011,"הלל (מאַלאַװסקי, עבֿרית)",
Hamaavir Bonov (Heb),6026,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...
Hamaavir Bonov (Heb),6025,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...
Hamaavir Bonov (Heb),20348,המעביר בּניו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...
Hamaavir Bonov (Heb),6024,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...
"Hamakhlaka Ha'aravit (Sketch, Heb)",6027,המחלקה הערבית,
Hamakhshefa (Hebrew),6028,המכשפה,"יונה היתי ילדה יפה, ילדה יפה. אז באה המכשפה, מכשפה, מכשפה,"
Hamangina (Heb),6029,המנגינה,
Hamavdil (Rosenblatt),6031,המבדיל (ראָזענבלאַט),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil,24530,המבדיל,"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil,6041,המבדיל,"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Taub),6035,המבדיל (טאוב),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Shaul),6040,המבדיל (שאול),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Kalib),6039,המבדיל (קאַליב),המבדיל בּין קדשׁ לחוֹל. חטאתימוּ ימחול.
Hamavdil (Shenker),6033,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Shenker),6030,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Shenker),6034,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamavdil (Solomon),6056,המבדיל (סאָלאָמאָן),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ..."
Hamelakh Gabriel (Heb),6059,המלח גבּריאל,
Hamelekh (Heb),6060,המלך (עבֿרית),
Hamepelim (Heb),6061,המעפּילים (עבֿרית),
Hamotsi Et Ishto (Heb),6069,המוציא את אשתו (עבֿרית),"המוציא את אשתו משום איילומית - רבּי יהודה אמור, לא יחזיר."
Hana'ava Babanot (Heb),20291,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),26393,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6076,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6070,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6071,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6072,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6077,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6073,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6074,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Hana'ava Babanot (Heb),6075,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית."
Haneshoma Lokh (Heb),6079,הנשמה לך (עבֿרית),
Haneshomo Yoredes (Heb),6080,הנשמה יורדת (עבֿרית),"הנשמה יורדת לתוך הגוף, צועקת וי וי וי, צועקת וי וי וי,"
Hanesikha Vehatsfardea (Heb),6081,הנסיכה והצפרדע,
Haneyr,6082,הנר,
Haneyros Halalu,6084,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyros Halalu,6087,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyros Halalu,6088,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyros Halalu,6086,הנרוֹת הללוּ,"הנרוֹת הללוּ אנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..."
Haneyros Halalu,6085,הנרוֹת הללוּ,"הנרוֹת הללוּ אנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..."
Haneyros Halalu,6083,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyrot Halalu,6091,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyrot Halalu,6093,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyrot Halalu,6090,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyrot Halalu,6092,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Haneyrot Halalu,27284,הנרוֹת הללוּ,"הנרוֹת הללוּ.......מדליקין, על הנסים ועל הנפלאוֹת.."
Haneyrot Halalu,18297,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת.."
Hanzl Vegretl (Heb),6096,הנזל וגרטל,
"Haolam (The World, Heb)",6097,העולם (עבֿרית),
Haolam Kulo Negudeynu (Heb),6099,העולם כּולו נגדנו,
Hapakid Vehanesikha (Heb),6100,הפּקיד והנסיכה,
Haperakh Leparpar (Heb),6101,הפּרח לפּרפּר (עבֿריתּ),"פּרפּר, פּרפּר, פּרח חי, רד-נא מהר, שׁב עלי."
Hapruta Vehayereakh (Heb),6108,הפּרוטה והירח,
Harakevet (Heb),6112,הרכהת,אכבה לי את הנר אעל על משכבי עוד מעט עוד מזער יבוא בחיר לבבי.
"Hareut (Heb, Camaraderie)",6118,הרעות (עבֿרית),
"Hareut (Heb, Camaraderie)",6117,הרעות (עבֿרית),
"Haroshonim (The First Ones, Heb)",6125,הראשונים (עבֿרית),
Harvest Song Medley (Heb),6130,מחרוזת אסיף (עבֿרית),
Hasam Nafsheynu (Heb),6132,השׂם נפשׁנו (עבֿרית),
"Hasela Ha'adom (The Red Rock, Heb)",6133,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6136,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6135,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6137,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6138,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6139,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6140,הסלא האדום,
"Hasela Ha'adom (The Red Rock, Heb)",6134,הסלא האדום,
"Haserenade (The Serenade, Heb)",6141,הסרנדה,
Hashamayim (Heb),6142,השמים (עבֿרית),
Hashem Melekh (Heb),6146,ה' מלך (עבֿרית),"ה' מלך, ה' מלך, ה' ימלוך לעולם ועד."
Hashem Melekh (Heb),6147,ה' מלך (עבֿרית),"ה' מלך, ה' מלך, ה' ימלוך לעולם ועד."
El Yivne Hagalil (Heb),25183,אל יבנה הגליל,"אל יבנה הגליל (3), בּרוך יבנה הגליל,"
Ele Khamda Libi (Heb),22778,אלה חמדה ליבּי,אלה חמדה ליבּי וחוּסה נא ואל תּתעלם.
Elent Fun Ale Beymer Vayt,18549,עלמט פֿון אַלע בײמער װײַט,
Erev Ba,28290,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Erev Ba,22137,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Erev Ba,20679,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Erev Ba,22704,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Erev Ba,18743,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Erev Ba,25068,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר."
Eliyahu Hanovi,25102,אליהוּ הנביא,
Eliyahu Hanovi (Kranzler),20842,אליהוּ הנביא (קרנצלר),"אליהוּ הנביא, אליהו התּשבּי, אליהוּ, אליהוּ, אליהוּ הגלעדי,"
Emek (Heb),30640,עמק (עבֿרית),
Emek Sheli (Heb),20225,עמק שלי (עבֿרית),
Ets Harimon,23499,עץ הרמון,
Eliyahu Hanovi,22127,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא..."
Eliyahu Hanovi,21563,אליהוּ הנביא,
Eliyahu Hanovi,26776,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ, אליהוּ, אליהוּ הגלעדי,"
Eliyahu Hanovi,23382,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא..."
Eliyahu Hanovi,23928,אליהוּ הנביא,
Eliyahu Hanovi,22647,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא..."
Erev Shel Shoshanim,18685,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.
Erev Shel Shoshanim,25739,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.
Erev Shel Shoshanim,24178,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.
Erev Shel Shoshanim,18742,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.
Erev Shel Shoshanim,20683,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.
Esof Et Ha'ma'asim (Heb),21557,אסוף את המעשׂים (עבֿרית),
Et Sha'are Rotson (Heb),20021,עת שׁערי רצוֹן (עבֿרית),
Ets Harimon,28610,עץ הרמון,
Ets Harimon,26388,עץ הרמון,
Dugit (Heb),22709,דוּגית (עבֿרית),דוּגית נוֹסעת מפרשׂיה שמים וּמלחיה -- נרדמוּ כּלם.
Efsher Yo Un Efsher Neyn (Heb),21078,אפֿשר יאָ און אפֿשר נײן (עבֿרית),"עוד יש אהבה בליבע גם אם קצט הדופק נחלש, הביטו עמוק בעיניט"
Ekhad Mi Yodaya (Heb),30687,אחד מי יוֹדע,
El Dar Rom Shokhen Ad (Heb),22292,אל דר רום שׁוכן עד (עבֿרית),אל דר רום שׁוכן עד  את שׁמך קדשׁ ומלוך ליולם עד ובטובך חדשׁ.
El Erets Tova (Heb),24484,אל ארץ טובה (עבֿרית),
El Hanegev,28505,אל הנגב,
El Hatsipor (Heb),20752,"אל הצפּור, (עבֿרית)","שלום רב שוּבך, צפּורה נחמדת, מארצוֹת החם אל-חלוֹמי--"
El Mole Rakhamin (Heb),21219,אל מלא רחמים (עבֿרית),
El Mole Rakhamin (Heb),23853,אל מלא רחמים (עבֿרית),
El Mole Rakhamin (Heb),22967,אל מלא רחמים (עבֿרית),
Ets Khaim (Heb),20589,עץ חיים,עץ חיים היא למחזיקים בה ותומכיה מארשר דרכיה דרכי נעם וכל...
Ets Khaim (Heb),31108,עץ חיים,
Ets Khaim (Heb),24448,עץ חיים,עץ חיים היא למחזיקים בה ותומכיה מארשר דרכיה דרכי נעם וכל...
Eyn Li Rega Dal (Heb),21555,אין לי רגע דל (עבֿרית),
Eyshes Khayil (Composer ?),23075,אשת חיל (קאָמפּאָזיװאָר ?),אשת חיל מי ימצא ורחק מפּנינים מכרה בּטה בּה לב בּעלה ושלל לא...
Finjan (Heb),22767,פינג'אן,"הרוּח נוֹשבת קרירה, נוֹסיפה קיסם למדוּרה - וכּך, בּזרוֹעוֹת ארגמן,"
Finjan (Heb),23392,פינג'אן,"הרוּח נוֹשבת קרירה, נוֹסיפף עוד קיסם למדורה וכך בּזרועות ארגמן,"
Finjan (Heb),18752,פינג'אן,"הרוּח נוֹשבת קרירה, נוֹסיפה קיסם למדוּרה - וכּך, בּזרוֹעוֹת ארגמן,"
Finjan (Heb),20699,פינג'אן,"הרוּח נוֹשבת קרירה, נוֹסיפה קיסם למדוּרה - וכּך, בּזרוֹעוֹת ארגמן,"
"Hashikhrur (Demobilization, Heb)",6153,השחרור (עבֿרית),אין בעולם לא חייל לא חיילת שאינם שואפים אל היום המקווה
Hashir Shehaleviyim (Heb),26275,השׁיר שׁהלויים (עבֿרית),
