SM946,4,22647,Piano,,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,,,,"Scher, William",
SM947,4,10431,Piano,,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,,,,"Scher, William",
SM948,4,22648,Piano,,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,,,,"Scher, William",
SM949,4,1198,Piano,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,אשרנוּ. מה־טוֹב חלקנוּ וּמה־נעים גורלנוּ וּמה־יפה ירשתנוּ.,,Ashrynu ma tov chelkenu uma noyim gorleynu umo yofo…,"Scher, William",
SM950,4,22649,Piano,Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,אדוֹן עוֹלם אשר מלף בּטרם כּל יִציר נברא. לאת נעשׂה בּחפצוֹ כּל...,,"Adon olam asher malach, Beterm kol yetsir nivra,","Scher, William",
SM951,4,14075,Piano,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"צור משלו אכלנו, ברכו אמוני שׂבענו והותרנו כדבר ה'.",,"Tsur mishelo (2) achalnu, barchu emunai, savanu (3),","Scher, William",
SM952,4,12766,Piano,Yiddish/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"סקריפּ, קלעזמערל סקריפּע, שפּיל אַ פֿרײלעכס צו דער חופּה.",,"Skrip, klezmerl, skripe, Shpil a freylekhs tsu der khupe.","Scher, William",
SM953,4,7996,Piano,Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"לחיים, רבּינו, האָט אַ גוטע װאָך! שרײַט יעדערער באַזונדער,",,"Lekhaim, Rebenyu, hot a gute vokh! Shrayt yederer bazunder,","Scher, William",
SM954,4,1355,Piano,Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"אַז דער רבי טאַמצט, עסט, גיינעצט, לאַכט, זינגט,וויינט",,"Az der rebe est, geynets, lakht, tantst, zingt, cries","Scher, William",
SM118,4,15169,Piano/Voice,Yiddish/Transliteration/English,Joseph P. Katz.,"181 E. Broadway, New York",1916,"Gift of Robert & Molly Freedman, 1996","כ'האָב פֿאַרגעסן אַלע ליבסטע, כ'האָב פֿאַרלאָסט מייַן...","Cover: Framed with green vine border. Text printed in green color. Photo insert presumably of Bialik. Titled ""Sea Song.  First stanze in small yiddish text. Yiddish: ""R' Yehuda Halevi's Yam Lider, Yidish fun Ch. N. Bialik, melodia fun Shnier, (dir fun varshaver hazemir)."" 30 cents Stamped ""The Fine Art Book & Gift Shop. 421 So. 6th St., Phila., Pa.","Kh'hob fargesn ale libste, kh'hob farlost mayn...","Bonime, Josef","Bialik, Ch. N., Yiddish / Brody, Alter, English"
SM510,4,20255,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1924,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אין ארץ ישראל איז ליכטיג, אין ארץ ישראל איז רײַן,","Black lettering, English/Hebrew/Yiddish. Price 35 cents.  Four verses in Yiddish, inside front cover.","In erets yisroel iz likhtig, in erets yisroel iz rayn,",,"Shulman, Jennie (English)"
SM397,4,9179,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1945,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ממעמקים -- אַ וואָרט אַזאַ, אַ וואָרט אַזאַ, פֿון דער טיפֿעניש","Dark brown lettering, Yiddish/English.  Price 50 cents.  Yiddish words inside front cover.  Listing of New Publications of Jewish Folk Songs and Classics on Back Cover, with prices.","Mimaamakim a vort aza, a vort aza, fun der tifenish…",,
SM398,4,365,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1950,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווען איך זאָל נאָר שטיל פֿאַרוועגן, כאָטש אַ ווייַלע זיך אין רו,","Black lettering, English/Yiddish. Price 40 cents. Four verses in Yiddish inside front cover. Listing of New Publications on back cover with prices.","Ven ikh zol nor shtil farvign, khotch a vayle zikh in ru…",,
SM400,4,20050,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,58 Second Ave. New York,1933,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",,Black lettering Yiddish/English. Price 30 cents. Yiddish words on back cover.,"Shabos nakht nokh havdolah, by yeden yid in hoyz iz likhtik",,
SM401,4,20073,Voice/Piano,Yiddish/Transliteration/English,Renanah,"131 W. 86th St. New York, NY.",1927,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","די נאַכט איז שטיל, און לופֿטען דערשפּירט מען שוין דער שכינהס טריט.","Green lettering,  English/Yiddish. The name ""Pinchos Jassinowsky"" in large green oval in center.  Price 50 cents. Five verses of Yiddish and English words on back cover.","Di nakht iz shtil, un in der luften dershpirt men shoyn…",,"Leavitt, Ezekiel (Author)"
SM403,4,20051,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1952,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אַ נאַכט, אַ נאַכט אַ חשכדיקע איבער באַרג און טאָל",Small folder. Black lettering in English/Yiddish.  List of other compositions by Samuel Bugatch on front cover. Four verses in Yiddish on back cover. Price 40 cents.,"A nakht, a nakht a khoyshekhdike iber barg un tol,",,
SM607,4,20371,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1950,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווײַזט מיר נאָך אַזאַ משפּחה ווי ס'פֿאַרמאָגט ישׂראל,","Brown lettering, English/Yiddish.  Photo inserts of Sholom Secunda, Jacob Jacobs, Aaron Lebedeff.  As Successfully introduced by the celebrated artist Aaron Lebedeff.  Price 40 cents.  Two verses in Yiddish, inside front cover.","Vayzt mir nokh aza mishpokhe vi s'farmogt yisroel,",,
SM608,4,20378,Voice/Piano,Yiddish/Transliteration,"Daniel H. Greenberg, Music Publish","157 Delancey St. New York, NY",1932,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","ווער איז גלײַך צן אונדזער רבּיניו, אודזער רבּיניו, אונדזער רבּיניו,","Black lettering on dark turquoise backround.  Teres Memorial Edition, Jewish series No. 22.  Photo inserts of fifteen famous Jewish music composers.  Three verses in Yiddish on back cover.","Ver iz glaykh tzu undzer rebenu, undzer rebenu…","Teres, Albert",
SM609,4,17761,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1947,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","מיינסטו דאָס ערנסט וויל איך איצטער בײַ דיר פֿרעגן,","Brown lettering, English/Yiddish.  Photos of Abraham Ellstein and Menasha Skulnik on cover.  From the Operetta ""Just My Luck"".  Starring Menasha Skulnik.  Banner record No. 2065.  Price 35 cents.  Yiddish lyrics on back cover.",Meynstu dos ernst vil ikh itster bay dir fregn…,,
SM610,4,20372,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"58 Second Avenue, New York, NY",1927,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal",?אַז איך וואָלט געווען דער בּורא העולם וואָס וואָלט איך געטון,"Black lettering, Yiddish/English.  A humurous folk song.  Price 25 cents.  Yiddish lyrics on back cover.",Az ikh volt geven der boyreh ho oylem vos volt ikh getun….,"Binder, A. W.",
SM1086,4,919,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"עם ישראל, עם ישראל חי. עמך ישראל חי (3), עם ישראל חי.",,"Am Yisroel chay (3), Ad b'li dai (3)","Scher, William",
SM1087,4,5402,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"הבה נגילה ושׂמחה. הבה נרננה, ונשׂמחה. עורוּ אחים בּלב שׂמח.",Need ID #,"Hava nagila, venismekha. hava neranena, venismakha. Uru…","Scher, William",
SM1088,4,14397,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,וטהר לבּנוּ לעבדף בּאמת.,,V'taher libenu leavdekha be'emet.,"Scher, William",
SM1089,4,4178,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"אם אין אני לי מי לי, וכשאני לעצמי מה אני, ואם לא עכשו אימתי,",,"Im eyn ani li, mil li? Uchsheh ani li atz'mi mi ma ani?","Scher, William",
SM1090,4,2522,Bb Clarinet/ Bb Tenor Sax,Aramaic/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"אליו הוֹציא, הוֹציאנוּ, הוֹציאנוּ מי ממצרים, ממצרים הוֹציאנוּ, דיינוּ.",,"Ilan hotse hoatsianu, hoatsianu mi mitsrayim, hotsianu mi…","Scher, William",
SM1091,4,1079,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"אמוּ בּאנוּ ארצה לבנוֹת וּלהבּנוֹת בּא,..",Horah,"Anu banu artza, livnut ulihabanot ba…","Scher, William",
SM1092,4,11673,Bb Clarinet/ Bb Tenor Sax,Hebrew/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"סלינו אל כתפינו, ראשינו עטורים, מקצות הארץ באנו",,"Saleinu al k'tefainu, rosheynu aurim,","Scher, William",
SM1093,4,19584,Bb Clarinet/ Bb Tenor Sax,,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,,Nign,,"Scher, William",
SM1094,4,17703,Bb Clarinet/ Bb Tenor Sax,Yiddish/Transliteration,Metro Music Co,"64 Second Ave, NY",1951,Gift of Carol Weinbaum,"הצליחה נא, אין אַ מזלדיקע שיה, אנו, אנו זאָל זײַן אין אַ…",Palestinian Folk Song/ Need revised ID # is it 924,"Hatslikho no, in a mazldiker sho, anu, anu, zol zayn in a…","Scher, William",
SM908,4,7506,Voice/Piano,Hebrew/German/Hebrew Transliteration,"""Juwal"" Berlin",,1923,"Gift of Ted Warmbrand, April 2008","קליפּ־קלאַפּ, פּתחי לי ! ערה את־הגידי לי !-- ערה אני אמנם כּף,","Hebrew by Shaul Tshenkhovsky/ Publisher ""Juwal"" Verlagsgesellshaft fur judishe Music m.b. Berlin","Klip Klap pithchi li, ere at- hagidi li, ere ani amnom kakh,","Engel, Yoel (perhaps composer)",
SM909,4,22501,Voice/Piano,English,The New England Free Press,"60 Union Square, Somerville, Maine",1976,Gift of Robert & Molly Freedman,,,,,
SM44,4,19351,Voice/Guitar Chords,Yiddish/Transliteration,Jewish Music Alliance,"1 Union Square, New York, NY 10003",1972,"Gift of Robert & Molly Freedman, 1996","בייַ דעם דניעסטער ברעג, בין איך געבליבן שטיין,","Comments:  Booklet of ten modern songs from Moldavia. Sponsored ì
by Jewish Music Alliance, Copyright 1972 by Mark Olf and David ì
Seltzer. Printed in USA, Price $2.00. Front and back cover in Yiddish and English Text. Inside cover advertises book by David Seltzer ""Builer Un Geshataltn Fun Soroki"" Illustrations by William Gropper.
This song accompanied by a woodcut of a castle by a flowing river and photograph of a home (presumably the home of David Seltzer's father)","Bay dem dniester breg, bin ikh geblibn shteyn,",,
SM45,4,19352,Voice/Guitar Chords,Yiddish/Transliteration,Jewish Music Alliance,"1 Union Square, New York, NY 10003",1972,"Gift of Robert & Molly Freedman, 1996","איך האָב געזען דאָס ליכט פֿון אַ נייעם מאָרגן,","Comments:  Booklet of ten modern songs from Moldavia. Sponsored ì
by Jewish Music Alliance, Copyright 1972 by Mark Olf and David ì
Seltzer. Printed in USA, Price $2.00. Front and back cover in Yiddish and English Text. Inside cover advertises book by David Seltzer ""Builer Un Geshataltn Fun Soroki"" Illustrations by William Gropper.
This song accompanied by a photograph of a wide uncrowded clean boulevard with a public building.","Ikh Hob gezen dos likht, fun dem nayem morgn,",,
SM81,4,17125,Piano/Voice,Yiddish/Transliteration,Volk's Theater Co.,"235-37 Bowery, N. Y. C.",MCMXVI,"Gift of Robert Alan Friedman, 2003",וואָס איז אַ מיידלס גרעסטער גליק? גיין צו דער חופּה,"""Sung with great success by Miss Jennie Goldstein in Max Gabel's latest play 'Reyne Gevisen'"". Large Photograph of Jennie Goldstein. Photo insert of Sholom Secunda. Price 40 cents. Back cover: in Yiddish ""Reyne Gevisen comedia drama in 4 akten fun Max Gabel"" with cast list (perzonen).",Vos iz a meydls grester glik? Geyn tsu der khupe,,
SM274,4,7803,Voice/Piano,Yiddish/Transliteration,Metro Music Co.,"64 Second Ave, New York, NY",1950,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","לאַך און זייַ פֿריילעך, דאָס גאַנצע לעבען לאַנג, הער ניט אויף צו לאָכען,",Blue lettering in Yiddish/English.  Large photo of Leo Fuchs and Edmund Zayenda.  Small oval insert photo of Sholom Secunda. Price 40 cents.  Listing on back cover of new songs.  Three verses in Yiddish on inside cover.,"Lakh un zay freylakh, s'gantse leben lang hert not oyf….",,
SM275,4,19673,Voice/Piano,Yiddish/Transliteration,A. Teres Music Deal,"159 Delancey St. New York, NY",1921,"Schper-Rosenthal Sheet Music Collection, Gift of Faye & Jerry Rosenthal","אַך אָן אַ היים צו שפּאָט און שאַנד, צוגעדריקט גרויזאַם פֿון דער שונאס האַנד,","Black lettering, English/Yiddish. Small oval photo insert of Solomon Small (Smulewitz).  Catalog of celebrated Jewish Music on front cover.  Also on front cover, ""The Sweetest Waltz ever published"".  Back cover includes first music line of six songs with prices 20 cents to 25 cents.","Akh, un a heym tsu shpot un shand…",,
SM131,4,19332,Violin,None,Hebrew Publishing Co.,"85 Canal Street, New York",1912,"Gift of Robert & Molly Freedman, 1996",,"Cover Title: ""Success of the Season, Prof. Horowitz's Opera ""The Two Tannaim"" (t'yonim,  Two Marriage Contracts.) Violin 50 cents. Piano 1.00. See Heskes entry #477",,"Perlmutter, Arnold/ Wohl, Herman",
SM817,4,19401,Piano/voice,Transliteration (German)/Hebrew,"Musikverlag ""Hatikwah""",Berlin W 15,1936,Gift of Bob & Molly Freedman,"דאָרט ווי די זעדער שלאַנק די וואָלקן קושט,","Photocopy. Sheet music, no cover, part of handout by Zalmen Mlotek at Klez Kamp or Circle Lodge summer program.","Dort vi di zeder shlank di volkn kusht,","Roskin, Janot S.",
SM818,4,20777,Voice/Piano,Transliteration,,,,Gift of Bob & Molly Freedman,"אַך נאָך דעם אויגוס בלוטבאָד שטורעם, וואָס די וועלט האָט דורך געמאַכט","Photocopy. Sheet music, no cover, part of handout by Zalmen Mlotek at Klez Kamp or Circle Lodge summer program.","Akh nokh dem oysgus blutbod shturm, vos di velt hot durkh…","Kammen, Jack",
SM1322,1,4295,Voice/Piano,Yiddish/Transliteration,"Metro Music, Co","64 Second Ave, New York",1937,"Gift of Barbara Moscow, March 2014","מיט דיר ליבע שפּיל איך  און איך בין פֿיל מיט פֿרייד, און דאָך שטענדיק","Printed Sheet Music with ""Malkele Dem Rebens""/ Image insert of Molly Picon and Yakob Sussanoff/ Also image of Abraham Ellstein","Mit dir libe shpil ikh un ikh bin fil mit freyd,…",,
SM1343,1,21261,Voice/Piano,Yiddish/English/Transliteration,Metro Music Co,"58 Second Ave, New York",1927,"Gift of Barbara Moskow, March 2014","טויבן שטייען בײַ מײַן פֿענסטער, ווײַסע טויבן צוויי: עפֿענען וועל איך...","Printed sheet music with drawing if two doves/ Doves are standing at my window, dovlets white and twain…","Toybn sht bay mayn fenster, vayse toybn tsvey, efenen vel…",,Dr. L. M. Herbert: English Translation
SM1344,1,564,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"58 Second Ave, New York",1927,"Gift of Barbara Moskow, March 2014","לאָמיר אַלע זיגען, לאָמיר אַלע זיגען, אַ זמר'ל אַ זמר'ל, לכם איז ברויט..",Printed shhet music/ A Zemerel as sung by the eminent tenor Cantor M. Hershman/ Price 40 cents/,"Lomir ale zingen, lomir ale zingen, a zemerl, a zemerl,…","Ellstein, Abe",
SM1345,4,8124,Voice,,JoeNeil Music Co.,"New York, 19",1963,,Libe Shmertsen rayst in hartsn..,,Love's pain tears in my heart…,,
SM1346,4,8251,Bass Clef,,,,,,,,,,
SM1347,4,15891,Voice/Piano,,The Pioneer Women,"45 E. 17th St., NY, NY",ca. 1940's,,"דו זאָלסט ניט זאָגן אַז דו גייסט דעם לעצטן וועג,.",,You must not let yours consider this end..,O.J. Zinatow,Olga Paul
SM1348,4,27112,Voice/Piano,,Transcontinental Music Publication,,1970,,,,El Malei rachamim shochein bamromim hamtzei…,Not in the box ??,
SM1349,1,8968,Voice/Piano,Transliteration/Yiddish,Metro Music Co,"54 Second Avenue, New York",1946,"Gift of Barbara Moscow, March 2014","מחותּנת'טע מײַנע, מחותּנת'טע געטרײַע, אוי לאָמיר זײַן אוף אייביק .....","Subtitled ""Di Tsvey Mekhutenestes""  As Succesfully Introduced and Sung by Esther Field ""The Yidishe Mame""  with a photo inset. Price 60 cents","Mekhuteneste mayne, mekhuteneste getraye, oy lomir oyf eybik","Lefkowitch, Henry",
SM1350,1,11878,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"58 Second Ave, New York",1938,"Gift of Barbara Moskow, March 2014",שבּת נאָך מנחה  בּײַ דעם שלוש סעודות פֿלעג זיך דער טאַטע שטאַרק ...,Song is partially Yiddish and partially Hebrew,Shabos nokh minkha bay dem shalosh suedes fleg zikh der tate,,
SM1351,1,11367,Voice/Piano,Transliteration,Metro Music Co,"54 Second Ave, New York 3, N.Y.",,"Gift of Barbara Moskow, March 2014",כּה אמר יהיה קוֹל בּרמה נשמע נהי בּכי תמרוּרים רחל מבֿכּה על ־בּניה מאנה,"Thus saith the Lord: A voice is Heard in Ramah, lamentation and bitter weeping, Rachel weeping for her children…","Ko omar adonoy, kol b'romoh nishman n'hi b'chi samrurim…","Binder, A. W.",
SM1353,1,11253,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"64 Second Avenue, New York",1927,"Gift of Barbara Moskow, March 2014","כ'האָב געהאַט אַ מאַמעניו האָט זי מיר געזאָגט: מײַן קינד, זײַ נאָר","Rain, Rain, Little Rain","Kh'hob gehat a mamenyu, hot zi mir gezgkt: mayn kind zay nor","Low, Leo",
SM1354,1,26063,Voice/Piano,,,,,,,,,,
SM1355,1,23924,Voice/Piano,English/Yiddish/Transliteration,J & J Kammen Music Co,"1619 Broadway, New York, NY",1937,"Gift of Barbara Moskow, March 2014","אין דעם בית־המקדש, אין אַ װינקל־חדר, זיצט די אַלמנה בת־ציון","Cover includes titles: ""Rozhinkes Mit Mandlen"" and ""Sleep My Darling Daughter"". Featured by Dave Rubinoff. Price 40 cents net","In dem beys hamigdosh, in a vinkl kheyder, zitst di almone..","Kamman, Jack","Kammen, Joseph"
SM1357,1,14044,Voice/Piano,Yiddish/Transliteration,"Metro Music Co
Metro Music Co","58 Second Avenue, New York",1933,"Gift of Barbara Moskow, March 2014","דורך אַלע רוישענדע קלאַנגען האָב איך דערהערט דעם רוף צו דיר,...","Cover: English Yiddish/ price 50 Cents/ Through all of the cacophony, I heard only your call…","Durkh ale royshende klangen hob ikh derhert fun dir,…",,
SM1358,1,14132,Voice/Piano,Transliteration/Translation,Henry Lefkowitch,,1950,"Gift of Barbara Moskow, March 2014","שטייט אַ בּחור און ער טראַכט, טראַכט און טראַכט אַ גאַנטסע נאַכט,...",No cover,"Shteyt a bokher un er trakht, trakht un trakht a gantse…","Lefkowitch, Henry","Lionel, Stanley L."
SM1359,1,20371,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"64 Second Ave, New York",1950,"Gift of Barbara Moskow, March 2014","ווײַסט מיר נאָך אַזאַ משפּחה ווי ס'פֿאַרמאָגט ישׂראל, פֿוון גרויסע מענטשן איז","Cover: Images of Sholom Secunda, Jacob Jacobs, Aaron Lebedeff,  Price 60 cents","Vayst mir nokh aza mishpokhe, vi s'farmokt yisroel fun…",,
SM1360,1,14665,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"58 Second Avenue, New York",1931,"Gift of Barbara Moskow, March 2014","רבּותי, רבּותי, איך וול בײַ אײַך פֿרעגן (2), פֿרעג־זשה (2), ענטפֿערט אַלע","Block lettering in English and Yiddish, Price 60 cents","Raboysi, raboysi, ikh vil bay aykh fregn (2), frag־zhe (2)..","Low, Leo",
SM1361,1,14843,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"64 Second Avenue, New York",1950,"Gift of Barbara Moskow, March 2014","דער ייִד ווערט געיאָגט און געפּלוגט, נישט זיכער איז פֿאַר אים יעדער...",Yiddish/English - Vi Ahin Zol Ikh Gein/ Photo of Menasha Oppenhiem as featured by the popular stage and radio artist. Rice 80 cents,"Der yid vert geyogt un geplukt, nisht zikher iz far im…","Lefkowitch, Henry",
SM1362,1,19749,Voice/Piano,Yiddish/Transliteration,Metro Music Co,"64 Second Ave, New York",1946,"Gift of Barbara Moskow, March 2014","יעדער רופֿט מיך דזאַמעלע, אַך, ווי מיר איז שווער, כ'האָב געהאַט אַ מאַמעלע,..","Printed Cover, published under the title ""Zalmele"" /Price 60 cents","Yeder ruft mikh zhamele, akh vi iz mir shver, kh'hob gehat..",,
SM1363,1,5547,Voice/Piano,Yiddish/Translation,Metro Music Co,"58 Second Ave, New York",1924,"Gift of Barbara Moskow, March 2014","זאָג מיר, דו שיין מיידעלע, הער נאָר, דו פֿײַן מיידעלע, וואָס וועסטו...","Cover: Yiddish title ""Zog Mir Sheyn Meydele""/ Image of Leonard Braun with legend ""As featured by the Popular Tenor. Price 40 cents","Zog mir, du sheyn meydele, her nor, du fayn meydele,…",Leonard Braun & Alexander Weinstein,
SM1365,1,15883,Voice/Piano,Transliteration,"Mills Music, Inc","1619 Broadway, New York 19, N.Y.",1963,"Gift of Barbara Moskow, March 2014","זאָג מאַראַן, דו ברודער מײַנער, וווּ איז גרייט, דער סדק דײַנער,...","Printed Cover: Zog Maran Song Featured by Norman Atkins. Photo of Norman Atkins, Price 75 cents","Zog maran, du bruder mayner, vu iz greyt dayn seder dayner,",,
SM1366,1,10410,Voice/Piano,Yiddish/Transliteration,J & J Kammen Music Co,"1619 Broadway, NY",1941,"Gift of Barbara Moskow, March 2014","ווען ער צושפּילט זיך אויף זײַן פֿידל, אַ שיין האַרציק  ייִדיש לידל,...",Cover: Song Originally Introduced by Molly Picon. Price 75 cents,"Ven er tsshpilt zikh oyf zayn fidl, a sheyn hartsik yidish..",,
