HT74,"Hakotel (The Wall, Heb)",5928,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,",
HT75,"Hakotel (The Wall, Heb)",5929,הכּותל,עמדה נערה מוּל הכּתל שפתים קרבּה ןסנטר.,
HT76,"Hakotel (The Wall, Heb)",5930,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,",
HT77,"Hakotel (The Wall, Heb)",5931,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,",
HT78,"Hakotel (The Wall, Heb)",5932,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,",
HT79,"Hakotel (The Wall, Heb)",5926,הכּותל,"הכּתל - אזוֹב ועצבת, הכּתל - עוֹפרת ודם. יש אנשים עם לב של אבן,",
HT80,Hakrav Ha'Akharon (Heb),5934,הקרב האחרון (עברית),"רוּח אט נשׁב, תּנוּע הצמרת, וּבחלוֹנך גוֹוע אוֹר הנר,",
HT81,Hakrav Ha'Akharon (Heb),5933,הקרב האחרון (עברית),"רוּח אט נשׁב, תּנוּע הצמרת, וּבחלוֹנך גוֹוע אוֹר הנר,",
HT82,Haku Batof (Heb),5937,חג האור,,
HT83,Hal'a Yardeyn (Heb),5940,הלאה ירדן,הלאה ירדן הלאה זל! יהמוּ גליך. עלי גדוֹתיך שטף וגל חלאת ארצך!,
HT84,Halayla Aravti (Heb),5943,בּשל תפּוח (עבֿרית),,
HT85,Halayla Avar (Heb),5944,הלילה עבר (עבֿרית),,
HT86,Halayla Holekh Bashderot (Heb),21539,הלילה הולך בּשׂדרות (עבֿרית),,
HT87,"Halben (Cleanse Us Of Sins, Heb)",5946,הלבּן,,
HT88,"Haleloo (Song Of The Bum, Heb)",5954,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,",
HT89,"Haleloo (Song Of The Bum, Heb)",5951,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,",
HT90,"Haleloo (Song Of The Bum, Heb)",5955,"הללו (זמר נודד, עבֿרית)",,
HT91,"Haleloo (Song Of The Bum, Heb)",5952,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,",
HT92,"Haleloo (Song Of The Bum, Heb)",5953,"הללו (זמר נודד, עבֿרית)","הדרך ארוכּה היא ורבּת הדר, כּולם הולכים בּדרך עד סופה המר,",
HT93,Haleluka (Heb),5960,"הללוי""ה (עבֿרית)","הללוי""ה לה"" (4), הללויה הללוי את שם ה"" הללו עבדי ה""",
HT94,Haleluka (Heb),5959,"הללוי""ה (עבֿרית)","הללוי""ה לה"" (4), הללויה הללוי את שם ה"" הללו עבדי ה""",
HT95,"Haleluya (Days Of Awe, Heb)",5961,"הללוּיה (ימים הנורים, יבֿרית)","הללוּיה. הללוּ-אל בּקדשׁוֹ, הללוּהוּ בּרקיע עזוֹ: הללוּהוּ בּדבוּרתיו,",
HT96,"Haleluya (Giladi, Heb)",5962,הלליוה (עבֿרית),,
HT97,Haleluya (Heb Pop Song),5964,הללויה,,
HT98,Haleluya (Heb Pop Song),5963,הללויה,,
HT99,Haleluya (Heb),5969,הללויה,,
HT100,Haleluya (Heb),5970,הללויה,,
HT101,"Haleluya (Heb, Ephros)",5971,"הללויה (עבֿרית, עפֿראָס)",,
HT102,"Haleluya (Psalm 150, Nowakowsky",5979,"הללויה (תהלים קנ, נאָװאָקאָסקי)",,
HT103,"Haleluya (Shabos, Heb)",5983,הללויה,,
HT104,"Haleluya (Zmire, Heb)",5985,"הללויה (זמירה, עבֿרית)",,
HT105,Haleluya Betseltseli Trua (Heb),5987,הללויה בּצלצלי תרועה (עבֿרית),"הללויה, הללויה, בּצלצלי...הללוי, הללויה, בּצלצלי תרועה",
HT106,Haleluya Lakapap (Heb),5988,"הללוה לקפּ""פּ",,
HT107,Halikha Lekesariya (Heb),21571,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,",
HT108,Halikha Lekesariya (Heb),25175,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,",
HT109,Halikha Lekesariya (Heb),6003,הליכה לקיסריה,,
HT110,Halikha Lekesariya (Heb),6002,הליכה לקיסריה,,
HT111,Halikha Lekesariya (Heb),6000,הליכה לקיסריה,,
HT112,Halikha Lekesariya (Heb),6001,הליכה לקיסריה,"אלי אלי שלא יגמר לעוֹלם החוֹל והים, רשרוּש של המים,",
HT113,"Hallel (Heb, Malavsky)",6011,"הלל (מאַלאַװסקי, עבֿרית)",,
HT114,Hamaavir Bonov (Heb),6026,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...,
HT115,Hamaavir Bonov (Heb),6025,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...,
HT116,Hamaavir Bonov (Heb),20348,המעביר בּניו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...,
HT117,Hamaavir Bonov (Heb),6024,המעביר בּנוו,המעביר בּניו בּין גורי ים-סוּף את-רוֹדפיהם ואת-שׂונאיהם בּתהמות...,
HT118,"Hamakhlaka Ha'aravit (Sketch, Heb)",6027,המחלקה הערבית,,
HT119,Hamakhshefa (Hebrew),6028,המכשפה,"יונה היתי ילדה יפה, ילדה יפה. אז באה המכשפה, מכשפה, מכשפה,",
HT120,Hamangina (Heb),6029,המנגינה,,
HT121,Hamavdil (Rosenblatt),6031,המבדיל (ראָזענבלאַט),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT122,Hamavdil,24530,המבדיל,"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT123,Hamavdil,6041,המבדיל,"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT124,Hamavdil (Taub),6035,המבדיל (טאוב),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT125,Hamavdil (Shaul),6040,המבדיל (שאול),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT126,Hamavdil (Kalib),6039,המבדיל (קאַליב),המבדיל בּין קדשׁ לחוֹל. חטאתימוּ ימחול.,
HT127,Hamavdil (Shenker),6033,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT128,Hamavdil (Shenker),6030,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT129,Hamavdil (Shenker),6034,המבדיל (שענקער),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT130,Hamavdil (Solomon),6056,המבדיל (סאָלאָמאָן),"המבדיל בּין קדש לחוֹל חטאתימו. הוּא ימחול, זרענוּ וכספנוּ...",
HT131,Hamelakh Gabriel (Heb),6059,המלח גבּריאל,,
HT132,Hamelekh (Heb),6060,המלך (עבֿרית),,
HT133,Hamepelim (Heb),6061,המעפּילים (עבֿרית),,
HT134,Hamotsi Et Ishto (Heb),6069,המוציא את אשתו (עבֿרית),"המוציא את אשתו משום איילומית - רבּי יהודה אמור, לא יחזיר.",
HT135,Hana'ava Babanot (Heb),20291,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT136,Hana'ava Babanot (Heb),26393,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT137,Hana'ava Babanot (Heb),6076,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT138,Hana'ava Babanot (Heb),6070,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT139,Hana'ava Babanot (Heb),6071,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT140,Hana'ava Babanot (Heb),6072,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT141,Hana'ava Babanot (Heb),6077,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT142,Hana'ava Babanot (Heb),6073,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT143,Hana'ava Babanot (Heb),6074,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT144,Hana'ava Babanot (Heb),6075,הנאוה בּבּנוֹת,"הנאוה בּבּנוֹת, אנא האירי פֿניך אלי. בּוֹא דוֹךי כּח יפית.",
HT145,Haneshoma Lokh (Heb),6079,הנשמה לך (עבֿרית),,
HT146,Haneshomo Yoredes (Heb),6080,הנשמה יורדת (עבֿרית),"הנשמה יורדת לתוך הגוף, צועקת וי וי וי, צועקת וי וי וי,",
HT147,Hanesikha Vehatsfardea (Heb),6081,הנסיכה והצפרדע,,
HT148,Haneyr,6082,הנר,,
HT149,Haneyros Halalu,6084,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT150,Haneyros Halalu,6087,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT151,Haneyros Halalu,6088,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT152,Haneyros Halalu,6086,הנרוֹת הללוּ,"הנרוֹת הללוּ אנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת...",
HT153,Haneyros Halalu,6085,הנרוֹת הללוּ,"הנרוֹת הללוּ אנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת...",
HT154,Haneyros Halalu,6083,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT155,Haneyrot Halalu,6091,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT156,Haneyrot Halalu,6093,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT157,Haneyrot Halalu,6090,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT158,Haneyrot Halalu,6092,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT159,Haneyrot Halalu,27284,הנרוֹת הללוּ,"הנרוֹת הללוּ.......מדליקין, על הנסים ועל הנפלאוֹת..",
HT160,Haneyrot Halalu,18297,הנרוֹת הללוּ,"הנרוֹת הללוּ אנחנוּ מדליקין, על הנסים ואל התּשעוֹת ועל הנפלאוֹת..",
HT161,Hanzl Vegretl (Heb),6096,הנזל וגרטל,,
HT162,"Haolam (The World, Heb)",6097,העולם (עבֿרית),,
HT163,Haolam Kulo Negudeynu (Heb),6099,העולם כּולו נגדנו,,
HT164,Hapakid Vehanesikha (Heb),6100,הפּקיד והנסיכה,,
HT165,Haperakh Leparpar (Heb),6101,הפּרח לפּרפּר (עבֿריתּ),"פּרפּר, פּרפּר, פּרח חי, רד-נא מהר, שׁב עלי.",
HT166,Hapruta Vehayereakh (Heb),6108,הפּרוטה והירח,,
HT167,Harakevet (Heb),6112,הרכהת,אכבה לי את הנר אעל על משכבי עוד מעט עוד מזער יבוא בחיר לבבי.,
HT168,"Hareut (Heb, Camaraderie)",6118,הרעות (עבֿרית),,
HT169,"Hareut (Heb, Camaraderie)",6117,הרעות (עבֿרית),,
HT170,"Haroshonim (The First Ones, Heb)",6125,הראשונים (עבֿרית),,
HT171,Harvest Song Medley (Heb),6130,מחרוזת אסיף (עבֿרית),,
HT172,Hasam Nafsheynu (Heb),6132,השׂם נפשׁנו (עבֿרית),,
HT173,"Hasela Ha'adom (The Red Rock, Heb)",6133,הסלא האדום,,
HT174,"Hasela Ha'adom (The Red Rock, Heb)",6136,הסלא האדום,,
HT175,"Hasela Ha'adom (The Red Rock, Heb)",6135,הסלא האדום,,
HT176,"Hasela Ha'adom (The Red Rock, Heb)",6137,הסלא האדום,,
HT177,"Hasela Ha'adom (The Red Rock, Heb)",6138,הסלא האדום,,
HT178,"Hasela Ha'adom (The Red Rock, Heb)",6139,הסלא האדום,,
HT179,"Hasela Ha'adom (The Red Rock, Heb)",6140,הסלא האדום,,
HT180,"Hasela Ha'adom (The Red Rock, Heb)",6134,הסלא האדום,,
HT181,"Haserenade (The Serenade, Heb)",6141,הסרנדה,,
HT182,Hashamayim (Heb),6142,השמים (עבֿרית),,
HT183,Hashem Melekh (Heb),6146,ה' מלך (עבֿרית),"ה' מלך, ה' מלך, ה' ימלוך לעולם ועד.",
HT184,Hashem Melekh (Heb),6147,ה' מלך (עבֿרית),"ה' מלך, ה' מלך, ה' ימלוך לעולם ועד.",
HT185,El Yivne Hagalil (Heb),25183,אל יבנה הגליל,"אל יבנה הגליל (3), בּרוך יבנה הגליל,",
HT186,Ele Khamda Libi (Heb),22778,אלה חמדה ליבּי,אלה חמדה ליבּי וחוּסה נא ואל תּתעלם.,
HT187,Elent Fun Ale Beymer Vayt,18549,עלמט פֿון אַלע בײמער װײַט,,
HT188,Erev Ba,28290,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT189,Erev Ba,22137,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT190,Erev Ba,20679,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT191,Erev Ba,22704,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT192,Erev Ba,18743,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT193,Erev Ba,25068,ערב בּא,"שוב העדר נוהר, בּמבואות הכּפר ועולה האבק, משבילי עפר.",
HT194,Eliyahu Hanovi,25102,אליהוּ הנביא,,
HT195,Eliyahu Hanovi (Kranzler),20842,אליהוּ הנביא (קרנצלר),"אליהוּ הנביא, אליהו התּשבּי, אליהוּ, אליהוּ, אליהוּ הגלעדי,",
HT196,Emek (Heb),30640,עמק (עבֿרית),,
HT197,Emek Sheli (Heb),20225,עמק שלי (עבֿרית),,
HT198,Ets Harimon,23499,עץ הרמון,,
HT199,Eliyahu Hanovi,22127,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא...",
HT200,Eliyahu Hanovi,21563,אליהוּ הנביא,,
HT201,Eliyahu Hanovi,26776,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ, אליהוּ, אליהוּ הגלעדי,",
HT202,Eliyahu Hanovi,23382,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא...",
HT203,Eliyahu Hanovi,23928,אליהוּ הנביא,,
HT204,Eliyahu Hanovi,22647,אליהוּ הנביא,"אליהוּ הנביא, אליהו התּשבּי, אליהוּ הגלעדי, בּמהרה בּימינו יבא...",
HT205,Erev Shel Shoshanim,18685,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.,
HT206,Erev Shel Shoshanim,25739,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.,
HT207,Erev Shel Shoshanim,24178,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.,
HT208,Erev Shel Shoshanim,18742,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.,
HT209,Erev Shel Shoshanim,20683,ערב של שוֹשנים,ערב של שוֹשנים נצא נא אל הבּסתּן מוֹר בּשׂמים וּלבוֹנה לרגלך מפתּן.,
HT210,Esof Et Ha'ma'asim (Heb),21557,אסוף את המעשׂים (עבֿרית),,
HT211,Et Sha'are Rotson (Heb),20021,עת שׁערי רצוֹן (עבֿרית),,
HT212,Ets Harimon,28610,עץ הרמון,,
HT213,Ets Harimon,26388,עץ הרמון,,
HT214,Dugit (Heb),22709,דוּגית (עבֿרית),דוּגית נוֹסעת מפרשׂיה שמים וּמלחיה -- נרדמוּ כּלם.,
HT215,Efsher Yo Un Efsher Neyn (Heb),21078,אפֿשר יאָ און אפֿשר נײן (עבֿרית),"עוד יש אהבה בליבע גם אם קצט הדופק נחלש, הביטו עמוק בעיניט",
HT216,Ekhad Mi Yodaya (Heb),30687,אחד מי יוֹדע,,
