trackID,role,artist,isMainArtist
"S62","composer","Abraham Ellstein","No"
"S62","tp","J. Levitt","No"
"S62","vln","Giulietta Morino","No"
"S62","cl","Dave Tarras","No"
"S62","p","Abraham Ellstein","No"
"S62","sos","Charles Galazan","No"
"S63","Vocal","Belle Baker","Yes"
"S64","Vocal","Belle Baker","Yes"
"S65","Vocal","Belle Baker","Yes"
"S65","arranger","Belle Baker","No"
"S65","director","Nathaniel Shilkret","No"
"S66","Vocal","Belle Baker","Yes"
"S66","composer","Jack Yellen","No"
"S66","composer","Lew Pollack","No"
"S66","director","Nathaniel Shilkret","No"
"S67","Vocal","Belle Baker","Yes"
"S67","director","Victor Young","No"
"S68","Vocal","Belle Baker","Yes"
"S68","director","Victor Young","No"
"S69","Tenor","Jan Bart","Yes"
"S69","composer","Sholom Secunda","No"
"S69","director","Sholom Secunda","No"
"S69","composer","Jacob Jacobs","No"
"S70","Tenor","Jan Bart","Yes"
"S70","arranger","Harry Lefkowitch","No"
"S70","director","Sholom Secunda","No"
"S71","Tenor","Jan Bart","Yes"
"S71","composer","Ilia Trilling","No"
"S71","composer","Oscar Ostroff","No"
"S71","director","Sholom Secunda","No"
"S72","Tenor","Jan Bart","Yes"
"S72","composer","Sholom Secunda","No"
"S72","director","Sholom Secunda","No"
"S72","composer","C. Towber","No"
"S73","Orchestra","Harry Beckerman's Metronome Orchestra","Yes"
"S73","composer","Harry Beckerman","No"
"S73","orchestra","Harry Beckerman's Metronome Orchestra","No"
"S74","Orchestra","Harry Beckerman's Metronome Orchestra","Yes"
"S75","Clarinet","Shloimke Beckerman","Yes"
"S75","director","Abe Schwartz","No"
"S76","Clarinet","Shloimke Beckerman","Yes"
"S76","director","Abe Schwartz","No"
"S77","Clarinet","Shloimke Beckerman","Yes"
"S77","director","Abe Schwartz","No"
"S78","Clarinet","Shloimke Beckerman","Yes"
"S78","director","Abe Schwartz","No"
"S79","Cantor","Shlomo Beinhorn","Yes"
"S80","Cantor","Shlomo Beinhorn","Yes"
"S81","Cantor","Shlomo Beinhorn","Yes"
"S82","Cantor","Shlomo Beinhorn","Yes"
"S83","Cantor","Shlomo Beinhorn","Yes"
"S84","Cantor","Shlomo Beinhorn","Yes"
"S85","Cantor","Shlomo Beinhorn","Yes"
"S86","Cantor","Shlomo Beinhorn","Yes"
"S87","Cantor","Shlomo Beinhorn","Yes"
"S87","composer","David Meyerowitz","No"
"S88","Cantor","Shlomo Beinhorn","Yes"
"S88","composer","Joseph Rumshinsky","No"
"S89","Baritone","Sidor Belarsky","Yes"
"S89","arranger","Anaviev","No"
"S89","piano","Lazar Weiner","No"
"S90","Baritone","Sidor Belarsky","Yes"
"S90","arranger","Sidor Belarsky","No"
"S90","piano","Lazar Weiner","No"
"S91","Baritone","Sidor Belarsky","Yes"
"S91","composer","Mikhail Mikhaylovich Ippolitov-Ivanov","No"
"S91","piano","Lazar Weiner","No"
"S92","Baritone","Sidor Belarsky","Yes"
"S92","composer","Mark Markovich Warshawsky","No"
"S92","piano","Lazar Weiner","No"
"S93","Baritone","Sidor Belarsky","Yes"
"S93","composer","Yehudah Sharett","No"
"S94","Baritone","Sidor Belarsky","Yes"
"S94","arranger","Sidor Belarsky","No"
"S95","Baritone","Sidor Belarsky","Yes"
"S95","composer","Boris Prozorovsky","No"
"S96","Baritone","Sidor Belarsky","Yes"
"S96","composer","Alexander Dargomyzhsky","No"
"S97","Baritone","Sidor Belarsky","Yes"
"S97","composer","Mordechai Zeira","No"
"S98","Baritone","Sidor Belarsky","Yes"
"S98","composer","Yitskhok Leybush Peretz","No"
"S98","composer","Janot Roskin","No"
"S99","Baritone","Sidor Belarsky","Yes"
"S99","arranger","Sidor Belarsky","No"
"S100","Baritone","Sidor Belarsky","Yes"
"S100","composer","Judah Halevi","No"
"S100","composer","M. Schneyer","No"
"S101","Baritone","Sidor Belarsky","Yes"
"S101","composer","Yehudah Sharett","No"
"S102","Baritone","Sidor Belarsky","Yes"
"S102","composer","Mordechai Zeira","No"
"S103","Baritone","Sidor Belarsky","Yes"
"S103","composer","Joel Engel","No"
"S103","composer","David Pinski","No"
"S103","piano","Lazar Weiner","No"
"S104","Baritone","Sidor Belarsky","Yes"
"S104","composer","Abraham Wolf Binder","No"
"S104","piano","Lazar Weiner","No"
"S105","Baritone","Sidor Belarsky","Yes"
"S105","composer","Lazar Weiner","No"
"S105","piano","Lazar Weiner","No"
"S106","Baritone","Sidor Belarsky","Yes"
"S106","composer","Leyb Yampolsky","No"
"S106","piano","Lazar Weiner","No"
"S107","Baritone","Sidor Belarsky","Yes"
"S107","piano","Lazar Weiner","No"
"S108","Baritone","Sidor Belarsky","Yes"
"S108","composer","Mordechai Gebirtig","No"
"S108","piano","Lazar Weiner","No"
"S109","Baritone","Sidor Belarsky","Yes"
"S109","piano","Lazar Weiner","No"
"S110","Baritone","Sidor Belarsky","Yes"
"S110","piano","Lazar Weiner","No"
"S111","Baritone","Sidor Belarsky","Yes"
"S111","composer","Pyotr Ilyich Tchaikovsky","No"
"S111","piano","Ivan Basilevsky","No"
"S112","Baritone","Sidor Belarsky","Yes"
"S112","composer","Pyotr Ilyich Tchaikovsky","No"
"S112","piano","Ivan Basilevsky","No"
"S113","Baritone","Sidor Belarsky","Yes"
"S113","composer","Pyotr Ilyich Tchaikovsky","No"
"S113","piano","Ivan Basilevsky","No"
"S114","Baritone","Sidor Belarsky","Yes"
"S114","composer","Pyotr Ilyich Tchaikovsky","No"
"S114","piano","Ivan Basilevsky","No"
"S115","Baritone","Sidor Belarsky","Yes"
"S115","composer","Pyotr Ilyich Tchaikovsky","No"
"S115","piano","Ivan Basilevsky","No"
"S116","Baritone","Sidor Belarsky","Yes"
"S116","composer","Pyotr Ilyich Tchaikovsky","No"
"S116","piano","Ivan Basilevsky","No"
"S117","Spoken Duet","Lester Bernard","Yes"
"S117","Spoken Duet","Rhoda Bernard","Yes"
"S117","speakers","Lester and Rhoda Bernard","No"
"S118","Spoken Duet","Lester Bernard","Yes"
"S118","Spoken Duet","Rhoda Bernard","Yes"
"S118","speakers","Lester and Rhoda Bernard","No"
"S119","Tenor","Mr. Bernstein","Yes"
"S120","Tenor","Mr. Bernstein","Yes"
"S121","Tenor","Mr. Bernstein","Yes"
"S122","Tenor","Mr. Bernstein","Yes"
"S123","Tenor","Mr. Bernstein","Yes"
"S124","Tenor","Joseph Birenzweig","Yes"
"S124","composer","Friedrich von Flotow","No"
"S125","Tenor","Joseph Birenzweig","Yes"
"S125","composer","Gaetano Donizetti","No"
"S126","Tenor","Louis Birnbaum","Yes"
"S127","Tenor","Louis Birnbaum","Yes"
"S128","Tenor","Louis Birnbaum","Yes"
"S129","Tenor","Louis Birnbaum","Yes"
"S130","Tenor","Louis Birnbaum","Yes"
"S131","Tenor","Louis Birnbaum","Yes"
"S132","Tenor","Louis Birnbaum","Yes"
"S132","tenor","Louis Birnbaum","No"
"S133","Tenor","Louis Birnbaum","Yes"
"S134","Tenor","Louis Birnbaum","Yes"
"S135","Tenor","Louis Birnbaum","Yes"
"S136","Soprano","Minnie Birnbaum","Yes"
"S136","composer","Arnold Perlmutter","No"
"S136","composer","Herman Wohl","No"
"S137","Soprano","Minnie Birnbaum","Yes"
"S138","Soprano","Minnie Birnbaum","Yes"
"S139","Soprano","Minnie Birnbaum","Yes"
"S140","Vocal","S. Birnzweig","Yes"
"S140","composer","Louis Gilrod","No"
"S140","composer","Louis Friedsell","No"
"S140","director","Nathaniel Shilkret","No"
"S141","Vocal","S. Birnzweig","Yes"
"S141","composer","Louis Gilrod","No"
"S141","composer","Joseph Kammen","No"
"S141","director","Nathaniel Shilkret","No"
"S142","Spoken","Leon Blank","Yes"
"S142","speaker","Leon Blank","No"
"S142","composer","Jacob Gordin","No"
"S143","Spoken","Leon Blank","Yes"
"S143","speaker","Leon Blank","No"
"S144","Spoken","Leon Blank","Yes"
"S144","speaker","Leon Blank","No"
"S144","composer","Morris Rosenfeld","No"
"S145","Vocal","Leon Blank","Yes"
"S145","composer","Louis Gilrod","No"
"S145","composer","Peretz Sandler","No"
"S145","director","Nathaniel Shilkret","No"
"S146","Spoken","Leon Blank","Yes"
"S146","speaker","Leon Blank","No"
"S146","composer","Jacob Gordin","No"
"S147","Vocal","Leon Blank","Yes"
"S147","composer","Louis Gilrod","No"
"S147","composer","Peretz Sandler","No"
"S147","director","Nathaniel Shilkret","No"
"S148","Vocal","Leon Blank","Yes"
"S148","composer","Louis Gilrod","No"
"S148","composer","Peretz Sandler","No"
"S148","director","Nathaniel Shilkret","No"
"S149","Spoken","Leon Blank","Yes"
"S149","speaker","Leon Blank","No"
"S150","Spoken","Leon Blank","Yes"
"S150","speaker","Leon Blank","No"
"S151","Vocal","Leon Blank","Yes"
"S151","composer","Louis Gilrod","No"
"S151","composer","Peretz Sandler","No"
"S151","director","Leroy Shield","No"
"S152","Vocal","Leon Blank","Yes"
"S152","composer","Boris Rosenthal","No"
"S152","composer","Herman Wohl","No"
"S152","director","Herman Wohl","No"
"S153","Vocal","Leon Blank","Yes"
"S153","composer","Boris Rosenthal","No"
"S153","composer","Herman Wohl","No"
"S153","director","Herman Wohl","No"
"S154","Spoken","Jehuda Bleich","Yes"
"S154","speaker","Jehuda Bleich","No"
"S154","composer","Anton Rubinstein","No"
"S155","Spoken","Jehuda Bleich","Yes"
"S155","speaker","Jehuda Bleich","No"
"S155","composer","Anton Rubinstein","No"
"S156",""Leaf solos"","H. Bloom","Yes"
"S156","leader","H. Bloom","No"
"S156","band","Stillman's Kapelle Mit Pfeiferbegleitung","No"
"S157",""Leaf solos"","H. Bloom","Yes"
"S157","leader","H. Bloom","No"
"S158",""Leaf solos"","H. Bloom","Yes"
"S158","leader","H. Bloom","No"
"S159",""Leaf solos"","H. Bloom","Yes"
"S159","leader","H. Bloom","No"
"S160","Tenor","Sam Bloom","Yes"
"S160","composer","David Meyerowitz","No"
"S160","composer","Herman Wohl","No"
"S160","director","Israel J. Hochman","No"
"S161","Tenor","Sam Bloom","Yes"
"S161","director","Israel J. Hochman","No"
"S162","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S162","instruments","Boibriker Kapelle","No"
"S162","director","Hirsch Gross","No"
"S163","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S163","instruments","Boibriker Kapelle","No"
"S163","director","Hirsch Gross","No"
"S164","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S164","instruments","Boibriker Kapelle","No"
"S164","composer","Hirsch Gross","No"
"S164","composer","Beresh Katz","No"
"S164","composer","Abe Schwartz","No"
"S164","director","Hirsch Gross","No"
"S165","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S165","instruments","Boibriker Kapelle","No"
"S165","composer","Hirsch Gross","No"
"S165","composer","Beresh Katz","No"
"S165","composer","Abe Schwartz","No"
"S165","director","Hirsch Gross","No"
"S166","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S166","instruments","Boibriker Kapelle","No"
"S166","composer","Hirsch Gross","No"
"S166","composer","Beresh Katz","No"
"S166","director","Hirsch Gross","No"
"S167","2 Clarinets/Saxophone","Boibriker Kapelle","Yes"
"S167","instruments","Boibriker Kapelle","No"
"S167","composer","Hirsch Gross","No"
"S167","composer","Beresh Katz","No"
"S167","director","Hirsch Gross","No"
"S168","Mezzo-soprano","Celia Boodkin","Yes"
"S168","composer","Alexander Olshanetsky","No"
"S168","director","Alexander Olshanetsky","No"
"S169","Mezzo-soprano","Celia Boodkin","Yes"
"S169","composer","Alexander Olshanetsky","No"
"S169","director","Alexander Olshanetsky","No"
"S170","Vocal","Pinchas Borenstein","Yes"
"S170","organ","Pierre Pinchik","No"
"S171","Vocal","Pinchas Borenstein","Yes"
"S171","organ","Pierre Pinchik","No"
"S172","Soprano","Dora Bowshover","Yes"
"S173","Soprano","Dora Bowshover","Yes"
"S174","Soprano","Dora Bowshover","Yes"
"S175","Soprano","Dora Bowshover","Yes"
"S176","Soprano","Dora Bowshover","Yes"
"S177","Soprano","Dora Bowshover","Yes"
"S178","Soprano","Dora Bowshover","Yes"
"S179","Soprano","Dora Bowshover","Yes"
"S180","Clarinet","Naftule Brandwein","Yes"
"S180","trombone","Sam Spielman","No"
"S181","Clarinet","Naftule Brandwein","Yes"
"S181","trombone","Sam Spielman","No"
"S182","Clarinet","Naftule Brandwein","Yes"
"S182","trombone","Sam Spielman","No"
"S182","orchestra","Russkyj Narodnyj Orchester","No"
"S183","Clarinet","Naftule Brandwein","Yes"
"S183","trombone","Sam Spielman","No"
"S183","orchestra","Russkyj Narodnyj Orchester","No"
"S184","Clarinet","Naftule Brandwein","Yes"
"S184","trombone","Sam Spielman","No"
"S185","Clarinet","Naftule Brandwein","Yes"
"S185","trombone","Sam Spielman","No"
"S186","Clarinet","Naftule Brandwein","Yes"
"S186","trombone","Sam Spielman","No"
"S187","Clarinet","Naftule Brandwein","Yes"
"S187","trombone","Sam Spielman","No"
"S187","orchestra","Russkyj Narodnyj Orchester","No"
"S188","Clarinet","Naftule Brandwein","Yes"
"S188","trombone","Sam Spielman","No"
"S189","Clarinet","Naftule Brandwein","Yes"
"S189","trombone","Sam Spielman","No"
"S189","orchestra","Clarinet Cu Orchestra Nationala","No"
"S190","Clarinet","Naftule Brandwein","Yes"
"S190","trombone","Sam Spielman","No"
"S190","orchestra","Russkyj Narodnyj Orchester","No"
"S191","Clarinet","Naftule Brandwein","Yes"
"S191","trombone","Sam Spielman","No"
"S191","orchestra","Russkyj Narodnyj Orchester","No"
"S192","Clarinet","Naftule Brandwein","Yes"
"S192","trombone","Sam Spielman","No"
"S193","Clarinet","Naftule Brandwein","Yes"
"S193","composer","Naftule Brandwein","No"
"S193","trombone","Sam Spielman","No"
"S194","Clarinet","Naftule Brandwein","Yes"
"S194","composer","Naftule Brandwein","No"
"S194","trombone","Sam Spielman","No"
"S195","Clarinet","Naftule Brandwein","Yes"
"S195","composer","Naftule Brandwein","No"
"S195","trombone","Sam Spielman","No"
"S196","Clarinet","Naftule Brandwein","Yes"
"S196","composer","Naftule Brandwein","No"
"S196","trombone","Sam Spielman","No"
"S197","Clarinet","Naftule Brandwein","Yes"
"S197","orchestra","Naftule Brandwein's Orchestra","No"
"S197","composer","Naftule Brandwein","No"
"S197","trombone","Sam Spielman","No"
"S198","Clarinet","Naftule Brandwein","Yes"
"S198","orchestra","Naftule Brandwein's Orchestra","No"
"S198","trombone","Sam Spielman","No"
"S199","Clarinet","Naftule Brandwein","Yes"
"S199","orchestra","Naftule Brandwein's Orchestra","No"
"S199","trombone","Sam Spielman","No"
"S200","Clarinet","Naftule Brandwein","Yes"
"S200","orchestra","Naftule Brandwein's Orchestra","No"
"S200","composer","Naftule Brandwein","No"
"S200","trombone","Sam Spielman","No"
"S201","Clarinet","Naftule Brandwein","Yes"
"S201","orchestra","Naftule Brandwein's Orchestra","No"
"S201","trombone","Sam Spielman","No"
"S202","Clarinet","Naftule Brandwein","Yes"
"S202","orchestra","Naftule Brandwein's Orchestra","No"
"S202","trombone","Sam Spielman","No"
"S203","Clarinet","Naftule Brandwein","Yes"
"S203","orchestra","Naftule Brandwein's Orchestra","No"
"S203","trombone","Sam Spielman","No"
"S204","Clarinet","Naftule Brandwein","Yes"
"S204","orchestra","Naftule Brandwein's Orchestra","No"
"S204","trombone","Sam Spielman","No"
"S205","Clarinet","Naftule Brandwein","Yes"
"S205","orchestra","Naftule Brandwein's Orchestra","No"
"S205","trombone","Sam Spielman","No"
"S206","Clarinet","Naftule Brandwein","Yes"
"S206","orchestra","Naftule Brandwein's Orchestra","No"
"S206","trombone","Sam Spielman","No"
"S207","Clarinet","Naftule Brandwein","Yes"
"S207","orchestra","Naftule Brandwein's Orchestra","No"
"S207","trombone","Sam Spielman","No"
"S208","Clarinet","Naftule Brandwein","Yes"
"S208","orchestra","Naftule Brandwein's Orchestra","No"
"S208","trombone","Sam Spielman","No"
"S209","Clarinet","Naftule Brandwein","Yes"
"S209","orchestra","Naftule Brandwein's Orchestra","No"
"S209","trombone","Sam Spielman","No"
"S210","Clarinet","Naftule Brandwein","Yes"
"S210","orchestra","Naftule Brandwein's Orchestra","No"
"S210","trombone","Sam Spielman","No"
"S211","Clarinet","Naftule Brandwein","Yes"
"S211","orchestra","Naftule Brandwein's Orchestra","No"
"S211","trombone","Sam Spielman","No"
"S212","Clarinet","Naftule Brandwein","Yes"
"S212","orchestra","Naftule Brandwein's Orchestra","No"
"S212","trombone","Sam Spielman","No"
"S213","Clarinet","Naftule Brandwein","Yes"
"S213","orchestra","Naftule Brandwein's Orchestra","No"
"S213","trombone","Sam Spielman","No"
"S214","Clarinet","Naftule Brandwein","Yes"
"S214","orchestra","Naftule Brandwein's Orchestra","No"
"S214","trombone","Sam Spielman","No"
"S215","Clarinet","Naftule Brandwein","Yes"
"S215","orchestra","Naftule Brandwein's Orchestra","No"
"S215","trombone","Sam Spielman","No"
"S216","Clarinet","Naftule Brandwein","Yes"
"S216","orchestra","Naftule Brandwein's Orchestra","No"
"S216","trombone","Sam Spielman","No"
"S217","Clarinet","Naftule Brandwein","Yes"
"S217","orchestra","Naftule Brandwein's Orchestra","No"
"S217","trombone","Sam Spielman","No"
"S218","Clarinet","Naftule Brandwein","Yes"
"S218","orchestra","Naftule Brandwein's Orchestra","No"
"S219","Clarinet","Naftule Brandwein","Yes"
"S219","orchestra","Naftule Brandwein's Orchestra","No"
"S220","Clarinet","Naftule Brandwein","Yes"
"S220","orchestra","Naftule Brandwein's Orchestra","No"
"S221","Clarinet","Naftule Brandwein","Yes"
"S221","orchestra","Naftule Brandwein's Orchestra","No"
"S221","composer","Naftule Brandwein","No"
"S222","Clarinet","Naftule Brandwein","Yes"
"S222","orchestra","Naftule Brandwein's Orchestra","No"
"S222","composer","Naftule Brandwein","No"
"S223","Clarinet","Naftule Brandwein","Yes"
"S223","arranger","Naftule Brandwein","No"
"S223","instruments","Te Piec Dziadow [The Five Beggars]","No"
"S224","Clarinet","Naftule Brandwein","Yes"
"S224","arranger","Naftule Brandwein","No"
"S224","instruments","Te Piec Dziadow [The Five Beggars]","No"
"S225","Clarinet","Naftule Brandwein","Yes"
"S225","arranger","Naftule Brandwein","No"
"S226","Clarinet","Naftule Brandwein","Yes"
"S226","arranger","Naftule Brandwein","No"
"S227","Clarinet","Naftule Brandwein","Yes"
"S227","arranger","Naftule Brandwein","No"
"S228","Clarinet","Naftule Brandwein","Yes"
"S228","arranger","Naftule Brandwein","No"
"S229","Clarinet","Naftule Brandwein","Yes"
"S229","composer","Naftule Brandwein","No"
"S230","Clarinet","Naftule Brandwein","Yes"
"S230","composer","Naftule Brandwein","No"
"S231","Clarinet","Naftule Brandwein","Yes"
"S231","composer","Naftule Brandwein","No"
"S232","Clarinet","Naftule Brandwein","Yes"
"S232","composer","Naftule Brandwein","No"
"S233","Organ","Samuel Braslavsky","Yes"
"S234","Organ","Samuel Braslavsky","Yes"
"S235","Tenor","Leonard Braun","Yes"
"S235","composer","Leonard Braun","No"
"S235","words","Morris Rosenfeld","No"
"S235","director","Nathaniel Shilkret","No"
"S235","celeste","Ted Levy","No"
"S236","Tenor","Leonard Braun","Yes"
"S236","composer","Leonard Braun","No"
"S236","director","Nathaniel Shilkret","No"
"S237","Tenor","Leonard Braun","Yes"
"S237","composer","Rubin Doctor","No"
"S238","Tenor","Leonard Braun","Yes"
"S239","Tenor","Leonard Braun","Yes"
"S239","composer","H.B. Silberstein","No"
"S239","composer","Rhea Silberta","No"
"S240","Tenor","Leonard Braun","Yes"
"S240","composer","Addison Burkhart","No"
"S240","composer","Fred Fisher","No"
"S241","Tenor","Leonard Braun","Yes"
"S242","Tenor","Leonard Braun","Yes"
"S243","Tenor","Leonard Braun","Yes"
"S243","composer","Rheingold","No"
"S243","composer","Rev. Mendelssohn","No"
"S243","director","Abe Schwartz","No"
"S244","Tenor","Leonard Braun","Yes"
"S244","director","Abe Schwartz","No"
"S245","Tenor","Leonard Braun","Yes"
"S245","composer","Joseph Rumshinsky","No"
"S246","Tenor","Leonard Braun","Yes"
"S246","composer","Joseph Rumshinsky","No"
"S247","Tenor","Leonard Braun","Yes"
"S248","Tenor","Leonard Braun","Yes"
"S249","Tenor","Leonard Braun","Yes"
"S249","composer","Joshua Samuel Weisser","No"
"S249","vl","Moldavan's Quartette","No"
"S249","c","c","No"
"S249","vl","vl","No"
"S249","vc","vc","No"
"S250","Tenor","Leonard Braun","Yes"
"S250","composer","Joshua Samuel Weisser","No"
"S250","vl","Moldavan's Quartette","No"
"S250","c","c","No"
"S250","vl","vl","No"
"S250","vc","vc","No"
"S251","Tenor","Leonard Braun","Yes"
"S251","composer","Joshua Samuel Weisser","No"
"S252","Tenor","Leonard Braun","Yes"
"S253","Tenor","Leonard Braun","Yes"
"S253","director","Alexander Olshanetsky","No"
"S254","Tenor","Leonard Braun","Yes"
"S254","director","Alexander Olshanetsky","No"
"S255","Vocal","Israel Breeh","Yes"
"S256","Vocal","Israel Breeh","Yes"
"S257","Vocal","Mr. Brener","Yes"
"S258","Vocal","Mr. Brener","Yes"
"S259","Vocal","Mr. Brener","Yes"
"S260","Vocal","Mr. Brener","Yes"
"S261","Vocal","Mr. Brener","Yes"
"S262","Vocal","Mr. Brener","Yes"
"S263","Vocal","Mr. Brener","Yes"
"S264","Vocal","Mr. Brener","Yes"
"S265","Vocal Quartet","Brener Quartette","Yes"
"S266","Vocal Quartet","Brener Quartette","Yes"
"S267","Vocal Quartet","Brener Quartette","Yes"
"S268","Vocal Quartet","Brener Quartette","Yes"
