19517,Nie Baiusia ,3/1918,1918,in Russian
19518,"Spite, Orly Boyevyje ",3/1918,1918,in Russian
19519,Bayoshki Bayu ,3/1918,1918,in Russian
19520,"Oj Ne Spitsya, Ne Lezitsya ",9/1918,1918,in Ukrainian
19521,"Oj, Ty Misiaciu Zore ",9/1918,1918,in Ukrainian
19522,"Hej, Choho Chloptzi ",9/1918,1918,in Ukrainian
19523,Chata Moya Rublennaya,9/1918,1918,in Ukrainian
19524,Duet Sniehu,9/1918,1918,with R.S. Solovjeva. in Russian
19525,S Toboyu Amina,9/1918,1918,with R.S. Solovjeva. in Russian
19526,Czolowika Nema Doma,11/1920,1920,in Ukrainian
19527,Durnyj Slycko ,11/1920,1920,in Ukrainian
19528,"Holova, Holoveszka",11/1920,1920,in Ukrainian
19529,"Unglick, Shrek Und Moire",11/1920,1920,
19530,Poshli Dievki V Don Kupatsia ,11/1920,1920,in Russian
19531,Ech Ty Dolia ,11/1920,1920,in Russian
19532,Zog Mir Nor Yuddel,12/1920,1920,
19533,"Vigo-Vigo, from ''Cyganka Aza'' ",12/1920,1920,"with R, Solovyeva. in Ukrain"
19534,Huliaw Czumak (Na Rynoczku),2/1921,1921,in Ukrainian
19535,Wasil I Pryska,2/1921,1921,in Ukrainian
19536,"Molitwa, from ''Zaporozec Za Dunajem''",2/1921,1921,in Ukrainian
19537,Iwan Karas,2/1921,1921,in Ukrainian
19538,Toska Po Rodinie,5/1921,1921,in Russian
19539,Merusia Otravilas,5/1921,1921,in Russian
19540,Svobodnyj Malchik,5/1921,1921,in Russian
19541,Pod Vecher Oseniu Nenastnoy,5/1921,1921,in Russian
19542,Nebo I Zemla-Christmas Song,6/1921,1921,in Ukrainian
19543,Irod Car-Christmas Song,6/1921,1921,in Ukrainian
19544,W Yaslach Lezyt-Christmas Song,6/1921,1921,In Ukrainian. as UKRAINIAN CHURCH QUARTETTE
19545,Wselennaya Weselysia-Christmas Song,6/1921,1921,In Ukrainian
19546,Leteli Kukushki-Soldier Song,6/1921,1921,in Russian. As MEDOFF'S RUSSIANCHORUS Ü
19547,Chudny Miesiac,6/1921,1921,in Russian. As MEDOFF'S RUSSIANCHORUS Ü
19548,"Noach's Tieve, fun ''Akedas Izchok''",6/1921,1921,
19549,"Hulie Kabzen, fun ''Chazkel Kol Boinik''",6/1921,1921,
19550,Shulamis: Flacker Faierel,6/1921,1921,
19551,Shulamis: Loib-Gesang,6/1921,1921,
19552,Veriovochka,9/1921,1921,In Russian
19553,"Poi, Lastochka, Poi",9/1921,1921,In Russian
19554,Morozenko,9/1921,1921,In Ukranian
19555,Ja Sehodnia Shchos Dúze Sumuju,9/1921,1921,In Ukranian
19556,Komaryk,11/1921,1921,In Ukranian
19557,Dumy Moi,11/1921,1921,In Ukranian
19558,Wijut Witry,11/1921,1921,In Ukranian
19559,Doszozik,11/1921,1921,In Ukranian
19560,Zachem Ty Bezumnaya Gubish,11/1921,1921,In Russian
19561,Tiho Toshchaya Loshadia,11/1921,1921,In Russian
19562,Nakinuv Plashtch,11/1921,1921,In Russian
19563,Vyhozu Odin Na Ya Dorogu,11/1921,1921,In Russian
19564,Pismo K Soldatu,2/1922,1922,In Russian
19565,Suhaya Korochka,2/1922,1922,In Russian
19566,Tecze Riczka I Czoboty,2/1922,1922,In Ukranian
19567,Wasylki Moi,2/1922,1922,In Ukranian
19568,Solnce Vschodit I Zahodit,2/1922,1922,In Russian
19569,Zatchem?,2/1922,1922,In Russian
19570,Takyj Mano Melnik,2/1922,1922,In Russian
19571,Hude Witer,2/1922,1922,In Russian
19572,Otvorite Okno Otvorite,4/1922,1922,In Russian
19573,Katchka Na Parohodie,4/1922,1922,In Russian
19574,Zydiwka Vychrestika,4/1922,1922,In Ukranian
19575,Nowobranci,4/1922,1922,In Ukranian
19576,Derevenskyja Tchastushki,4/1922,1922,In Russian
19577,"Ach Vy Sieni, Moi Sieni",4/1922,1922,In Russian
19578,Osiedlaju Ja Konia,4/1922,1922,In Russian
19579,"Ach, Sehodnia Den Nenastnyj ",4/1922,1922,In Russian
19580,Nikitka Hovorit Po Angliski,4/1922,1922,"In Russian, with R. Nikitka "
19581,Boroda I Universitet,4/1922,1922,"In Russian, with R. Nikitka"
19582,Cyganskaya Pirushka,6/1922,1922,In Russian
19583,Soldatskaja Piesnia (Soldier Song),6/1922,1922,In Russian
19584,Solovej,6/1922,1922,In Russian
19585,"Ertzym, Pertzym",6/1922,1922,In Russian
19586,Ya Kapitan,8/1922,1922,In Russian
19587,I Budu Tebya Ya Laskat,8/1922,1922,In Russian
19588,Po Sinim Volnam Okeana,8/1922,1922,In Russian
19589,Nie Zabudu Ja Notchi Toi Tiomnoj,8/1922,1922,In Russian
19590,Russkyj Kazatchok,1/1923,1923,In Russian
19591,Privet S Rodiny,1/1923,1923,In Russian
19592,Pismo Materi,1/1923,1923,In Russian
19593,Vo Vsiom Tzarit Liubov,1/1923,1923,In Russian
19594,Kamarinskaya,1/1923,1923,In Russian
19595,Pozalei Menia Dorogaya,1/1923,1923,In Russian
19596,Esli Zentshtchina Zachochet,1/1923,1923,In Russian
19597,Chauve Souris: Anuschka,2/1923,1923,"In Russian, The matrix numbers of Co E7912 may be reversed."
19598,Chauve Souris: Sonja,2/1923,1923,"In Russian, The matrix numbers of Co E7912 may be reversed."
19599,Liutaya Tioshtcha,2/1923,1923,In Russian
19600,"Vos Ich Hob Gevolt Hob Ich Ausgefirt, fun ''Yankele Litvak..",2/1923,1923,In Russian
19601,"Dudki Brat!, fun ''Yankele Litvak''",2/1923,1923,In Russian
19602,Dem Rebbin's Bal-Agoleh,4/1923,1923,
19603,Lenin Und Trotzky,4/1923,1923,
19604,Yablotchko,6/1923,1923,In Russian
19605,Horod Nikolajev,6/1923,1923,In Russian
19606,Ya Tchatchotkoyu Stradayu,6/1923,1923,In Russian
19607,Moi Milionok,6/1923,1923,In Russian
19608,Karie Glazki,7/1923,1923,In Russian
19609,Lapti,7/1923,1923,In Russian
19610,Mohila,7/1923,1923,In Russian
19611,"Ech Raz, Yestcho Raz",8/1923,1923,In Russian
19612,Czy Ja Mamo Ne Doris,8/1923,1923,In Russian
19613,Zaiczyk-Potpuri,8/1923,1923,In Russian
19614,"Hej, Nu Bracia Do Zbroi",10/1923,1923,In Ukranian
19615,"Oj, Nastupaje Ta Czorna Chmara",10/1923,1923,In Ukranian
19616,In Shtedtele Nikolayev,10/1923,1923,
19617,Nit By Motien,10/1923,1923,
19618,Rumenishe Feferlach,10/1923,1923,with Anna Zeeman
19619,Odessa Mama,12/1923,1923,In Russian
19620,Otrava,12/1923,1923,In Russian
19621,Hakt Nit Kein Tchainik!,12/1923,1923,
19622,Gevald! Die Bananas,12/1923,1923,
19623,Akulinka,2/1924,1924,In Russian
19624,Vanka,2/1924,1924,In Russian
19625,Po Obytchayu Peterburgskomu,2/1924,1924,In Russian
19626,Otdaite Mnie Minuty,2/1924,1924,In Russian
19627,Kolo Mlynu,5/1924,1924,In Ukranian
19628,Kozak Odizaje,5/1924,1924,In Ukranian
19629,"Oi, Ty Boze Milioserdnyj",5/1924,1924,In Ukranian
19630,Na Szebecze Soloweiko,5/1924,1924,In Ukranian
19631,"Moskwa, Moskwa",6/1924,1924,In Russian
19632,Otcharovatelnyje Glazki,6/1924,1924,In Russian
19633,"Oj, Maty Maty",6/1924,1924,In Ukranian
19634,Za Neman Idu,6/1924,1924,In Ukranian
19635,Tchaika,8/1924,1924,In Russian
19636,Bystry Kak Volny Vsie Dni Moshei Zizni,8/1924,1924,In Russian
19637,Prokliatye Zuby,10/1924,1924,In Russian
19638,"Drug Moi, Brat Moi",10/1924,1924,In Russian
19639,V'dol Po Piterskoy,11/1924,1924,In Russian
19640,Dubinushka,11/1924,1924,In Russian
19641,Uchar Kupetz,12/1924,1924,In Russian
19642,Kitayanka,12/1924,1924,In Russian
19643,Nie Brany Menia Rodnaya,01/1925,1925,In Russian
19644,Sudba,01/1925,1925,In Russian
19645,Troika,01/1925,1925,In Russian
19646,"Spi, Mladenetz Moi Prekrasnyj",01/1925,1925,In Russian
19647,"Sing Goldele, Sing",1923-5,1923,
19648,Havrilke,1923-5,1923,
19649,Naches Fun Kinder,1923-5,1923,
19650,"Aheim, Aheim",1923-5,1923,
19651,Sviastchennyj Baikal,1923-5,1923,In Russian
19652,"Ech, Ty Mat Rossiya",1923-5,1923,In Russian
19653,Barynia Sudarynia,1923-5,1923,In Russian
19654,Katenka,1923-5,1923,In Russian
19655,Persteniok Zolotoi,1923-5,1923,In Russian
19656,Hliadia Na Lutch,1923-5,1923,In Russian
19657,Ty Pridiosh Li Moya,1923-5,1923,In Russian
19658,Golubi,1923-5,1923,In Russian
19659,Vo Polie Berioza Stoyala,1923-5,1923,In Russian
19660,Zolotym Kolcom Skovali,1923-5,1923,In Russian
19661,Krakowiak,1923-5,1923,In Russian
19662,Vo Sadu Li V Ogorodie,1923-5,1923,In Russian
19663,Balamuty,1923-5,1923,In Ukranian
19664,Rewe Ta Stohne,1923-5,1923,In Ukranian
19665,Ta Nema Hirsz Nikoma,1923-5,1923,In Ukranian
19666,Zibralysia Wsi Burlaki,1923-5,1923,In Ukranian
19667,Werchowinec,1923-5,1923,In Ukranian
19668,Burlaka,1923-5,1923,In Ukranian
19669,Zaitshik-Chiberaitshik (Playful Rabbits),3/2/1925,1925,In Russian
19670,Oj Piduia Lugom (Going Through The Field),3/2/1925,1925,In Russian
19671,Sudiba (Fate),3/2/1925,1925,In Russian
19672,Skazi Meni Prawdu (Tell Me The Truth My Dear Kozak),3/4/1925,1925,In Russian
19673,Jechal Iz Jarmarky (The Jolly Merchant),3/4/1925,1925,In Russian
19674,Oetajanka (China Girl),3/4/1925,1925,In Russian
19675,Chudni Miesiatz (Wonderful Moon),3/4/1925,1925,In Russian
19676,Nie Brani Mienia (Don't Scold Me),3/18/1925,1925,In Russian
19677,Da Zaravstyviyt (Hurrah For The Man),4/23/1925,1925,In Russian
19678,"Nina, fun ''Zigainer Madel'' (The Gypsy Girl)",4/23/1925,1925,
19679,Lieber Gott (God Of Love),4/23/1925,1925,
19680,Zviety (Flower Waltz),6/12/1925,1925,In Russian
19681,Na Sinokosi (The Foolish Bridegroom),6/17/1925,1925,In Ukranian
19682,Doorney Zenych (Cutting The Hay),6/17/1925,1925,In Ukranian
19683,Vesely Svat (Best Man),6/17/1925,1925,In Ukranian
19684,Zighanska Lubov (Gypsy Love),6/17/1925,1925,In Ukranian
19685,Otrava (Mother's Love),10/12/1925,1925,In Russian
19686,Vasilechki (Forget Me Not),10/12/1925,1925,In Ukranian
19687,Na Vhorodi (Orchard Song),10/12/1925,1925,In Ukranian
19688,Pesnia Katorczinska,10/12/1925,1925,In Russian
19689,Teplaya Kompanya (Jolly Company),11/19/1925,1925,In Russian
19690,"Kisa Kisa (Pussy, Pussy)",11/19/1925,1925,In Russian
19691,E Utshora Oraff (Plowing Song),11/19/1925,1925,In Ukranian
19692,"Kisa Kisa (Pussy, Pussy)",12/16/1925,1925,In Russian
19693,Oj Eshov Ja Ulitzeu (Looking For A Sweetheart),12/16/1925,1925,In Ukranian
19694,Paskhalnaya Scenka (Easter Scene),1/22/1926,1926,In Russian
19695,Paskhalnaya Progulka,1/22/1926,1926,In Russian
19696,Welykodnya Legenda (Easter Legend),1/22/1926,1926,In Ukranian
19697,Hahilky (Easter Egg),1/22/1926,1926,In Ukranian
19698,Marseillaise,3/1926,1926,In Russian
19699,Strelotchek,3/1926,1926,In Russian
19700,Razluka,3/1926,1926,In Russian
19701,Tchornyj Voron,3/1926,1926,In Russian
19702,"Did Rudyj, Baba Ruda",3/1926,1926,In Ukranian
19703,"Oi, Prodala Diwczyna Kurku",3/1926,1926,In Ukranian
19704,Solocha,3/1926,1926,In Ukranian
19705,"Ertzym-Pertzym, Try Doszky",3/1926,1926,In Ukranian
19706,Szumel-Gorel Pozar Moskowskyj,4/1926,1926,In Russian
19707,Diadka Loshad Zapriagayet,4/1926,1926,In Russian
19708,Da Zdravstruyet Rossia! (Hymn Svobodny Rossii),4/1926,1926,In Russian
19709,Gibel Varyaga,4/1926,1926,In Russian
19710,U Susida Chata Bila,4/1926,1926,In Ukranian
19711," Oj, Ne Chody Hryciu",4/1926,1926,In Ukranian
19712,I Szumyt I Hude,4/1926,1926,In Ukranian
19713,Diwka W Siniach Stoyala,4/1926,1926,In Ukranian
19714,Kirpitchki,5/1926,1926,In Russian
19715,Dwa Arshina Sitca,5/1926,1926,In Russian
19716,Krutitsia-Vertitsia,5/1926,1926,In Russian
19717,Vsie Govoriat,5/1926,1926,In Russian
19718,Piesn Arestatna (The Prisoner's Song),7/1926,1926,In Russian
19719,"Oj, Idu Idu",7/1926,1926,In Ukranian
19720,"Ach, Zatchem Eta Notch",7/1926,1926,In Russian
19721,Harmoshka,7/1926,1926,In Russian
19722,Botinotchki,7/1926,1926,In Russian
19723,Warshawianka,7/1926,1926,In Russian
19724,"Oj, Ne Swity Misiaczenku",7/1926,1926,In Ukranian
19725,Vy Zertvoyu Pali-Pochoronyj Marsh,7/1926,1926,In Russian
19726,"Ech Ty Dolia, Moya Dolia",10/1926,1926,In Russian
19727,Poshli Dievki V Don Kupatsia,10/1926,1926,In Russian
19728,Marusia Otravilas,10/1926,1926,In Russian
19729,Pod Vetcher Oseniu Nenastnoy,10/1926,1926,In Russian
19730,Stenka Razin,12/1926,1926,In Russian
19731,Polosynka,12/1926,1926,In Russian
19732,Stoit Hcra Wysokaja,12/1926,1926,In Ukranian
19733,Pusty Mene Mamo,12/1926,1926,In Ukranian
19734,Kazbek,1/1927,1927,In Russian
19735,Sredi Dolyni Rovnyja,1/1927,1927,In Russian
19736,"Tusa, Tusa-Tziganskaya Piesen",1/1927,1927,In Russian
19737,Proshtchai Moi Syn,1/1927,1927,In Russian
19738,Margarita,2/1927,1927,In Russian
19739,Hliadia Na Lutch,2/1927,1927,In Russian
19740,"Oj, Polna, Polna Korobushka (Korobeininki)",2/1927,1927,In Russian
19741,To Nie Veter Klonet,2/1927,1927,In Russian
19742,Liebe (Love),3/5/1927,1927,
19743,Zapriagu Ja Troiku (Three Horse Team),3/5/1927,1927,In Russian; 9-man orchestra
19744,Tchasovoj (The Guard),3/5/1927,1927,In Russian; 9-man orchestra
19745,"Blue Oigen, Scheine Oigen (Blue Eyes, Beautiful Eyes)",3/5/1927,1927,9-man orchestra
19746,Taras Bulba: Scene In A Roadhouse,5/6/1927,1927,In Ukranian; 9-man orchestra
19747,Na Elis Ailandi (On Ellis Island),5/6/1927,1927,In Ukranian; 9-man orchestra
19748,Maiska Nitch (May Night),5/6/1927,1927,In Ukranian; 9-man orchestra
19749,Sorotchinska Ja Jarmarka (Scene On The Market),5/6/1927,1927,In Ukranian; 9-man orchestra
19750,Liebe (Love),5/13/1927,1927,
19751,"Blue Oigen Scheine Oigen (Blue Eyes, Beautiful Eyes)",5/13/1927,1927,
19752,Ivan Masnitza (David Medoff)-Pt. 1: Myrowey Soodya,8/4/1927,1927,In Ukranian
19753,Ivan Masnitza (David Medoff)-Pt. 2: Yide Do Ameryky,8/4/1927,1927,In Ukranian
19754,Ivan Masnitza (David Medoff)-Pt. 3: Maye Troble,8/4/1927,1927,In Ukranian
19755,Ivan Masnitza (David Medoff)-Pt. 4: Pershey Tyzden V Ameryci,8/4/1927,1927,In Ukranian
19756,Shabes Goi (A Servant For The Sabbath),8/26/1927,1927,
19757,Der Yesheva Bocker (The Talmudical Student),8/26/1927,1927,
19758,Motke Izwostchik Vert A Chosen (Motke Izwostchik Betrothed),8/26/1927,1927,
19759,Motke Izwostchik Hot Chasene (Motke Izwostchik Marries),8/26/1927,1927,
19760,Reizele (Sweet Rose),10/25/1927,1927,
19761,Jankele Nar (Foolish Jake),10/25/1927,1927,
19762,"Oif Them Electrik Tcher (In The Electric Chair)-Pt, 1",10/25/1927,1927,
19763,Oif Them Electrik Tcher (In The Electric Chair)-Pt. 2,10/25/1927,1927,
19764,Di Aktrise (The Actress),10/25/1927,1927,
19765,Zigomka Worozska (The Fortune Teller),10/25/1927,1927,In Ukranian
19766,Udovitzia (Merry Widow),10/25/1927,1927,In Ukranian
19767,"Prudius, Rudi Vuso (Prudius With The Red Moustache)-Sketch",11/23/1927,1927,In Ukranian
19768,Goroda Ameriki (American Towns)-Sketch,11/23/1927,1927,In Ukranian
19769,"Oj Poslav Mushick (Oh, Peasant Who Sows)-Sketch",11/23/1927,1927,In Ukranian
19770,Nesinitnitsia (Fairy Story)-Sketch,11/23/1927,1927,In Ukranian
19771,Delo Pod Poltavoi (Poltava Battle),12/13/1927,1927,In Russian
19772,Tchubtshik (Pompadour),12/13/1927,1927,In Russian
19773,Margaret,12/13/1927,1927,In Russian
19774,Korobushka (Pack Peddler),12/13/1927,1927,In Russian
19775,Dywlius Ja Na Nebo,12/1927,1927,In Ukranian
19776,Wziaw By Ja Banduro,12/1927,1927,In Ukranian
19777,Tchubtchik Kutcheriavyj,12/1927,1927,In Russian
19778,Dielo Bylo Pod Poltavoy,12/1927,1927,In Russian
19779,Ertzem Pertzem,1/13/1928,1928,In Russian; 9-man orchestra
19780,Mien Shikzal (My Fate),1/13/1928,1928,9-man orchestra
19781,Alein In Weig (Alone On The Road),1/13/1928,1928,9-man orchestra
19782,1 Schtani (The Stolen Pants),1/13/1928,1928,In Russian; 9-man orchestra
19783,Novaya Russkaya Kolybelnaya Piesen,1/1928,1928,In Russian
19784,Shik-Blesk,1/1928,1928,In Russian
19785,Taka Ii Dolia,1/1928,1928,In Ukranian
19786,Kari Oczi,1/1928,1928,In Ukranian
19787,Zazurywsia Czolowik,6/1928,1928,In Ukranian
19788,I Szumyt I Hude,6/1928,1928,In Ukranian
19789,"Yankel, Yankel",1928,1928,In Russian
19790,Tantz-Klass Gospodina Fishmana,1928,1928,In Russian
19791,Evotchka,1928,1928,In Russian
19792,Tchastushki,1928,1928,In Russian
19793,U Korcme (At The Saloon) (David Medoff)-Pt. 1,8/13/1928,1928,"In Ukranian, with Mrs. Rae Medoff"
19794,U Korcme (At The Saloon) (David Medoff)-Pt. 2,8/13/1928,1928,"In Ukranian, with Mrs. Rae Medoff"
19795,Pered Vetchornitsiamy (Preparing For The Party) (David Medoff)-Pt. 1,8/13/1928,1928,"In Ukranian, with Mrs. Rae Medoff"
19796,2 Pered Vetchornitsiamy (Preparing For The Party) (David Medoff)-Pt. 2,8/13/1928,1928,"In Ukranian, with Mrs. Rae Medoff"
19797,Karuselia ''Tchastushki'',10/1928,1928,In Russian
19798,"Lopni, No Derzi Fason",10/1928,1928,In Russian
19799,Rekrutskaya Pesen,10/1928,1928,In Russian
19800,Figili-Migili,10/1928,1928,In Russian
19801,Citizen's Troubles (David Medoff)-Pt. 1,12/26/1928,1928,In Ukranian
19802,Citizen's Troubles (David Medoff)-Pt. 2,12/26/1928,1928,In Ukranian
19803,The Millionaire (David Medoff)-Pt. 1,12/26/1928,1928,"In Ukranian, Rus MWS109 as E. ZUKOWSKY AND CO"
19804,The Millionaire (David Medoff)-Pt. 2,12/26/1928,1928,"In Ukranian, Rus MWS109 as E. ZUKOWSKY AND CO"
19805,"Oj, Wypjemo Rodyno",8/1929,1929,In Ukranian
19806,Bublyczki,8/1929,1929,In Ukranian
19807,"Da Ech, Tam Ubili",8/1929,1929,In Russian
19808,"Oi Matushki, Nie Mogu",8/1929,1929,In Russian
19809,Natasha,1/1932,1932,In Russian
19810,Pod Dugoi Kolokoltchik Poyot,1/1932,1932,In Russian
19811,Sibirskaya Pesnia,1/1932,1932,In Russian
19812,"Zolotisty, Zolotoi",1/1932,1932,In Russian
19813,Galka,5/14/1914,1914,
19814,Die Finstere Nechtele,5/13/1914,1914,
19815,Noczevala Tuczka Zolotaja,5/13/1914,1914,In Russian
19816,In Cheder,5/14/1914,1914,
19817,Die Mezinke,5/14/1914,1914,
19818,I Pagliacci: Vesta La Dzhuba,5/14/1914,1914,
19819,"Tzurik Heim Zion (Back To Zion), from ''The Muser''",5/4/1915,1915,
19820,"Weh Dem Kind, Wen A Mame Fehlt",5/4/1915,1915,
19821,A Mutters Herz,5/4/1915,1915,
19822,Dem Pastechel's Cholem (A Shepherd's Dream),5/4/1915,1915,
19823,Die Seider Nacht,1/6/1916,1916,
19824,2 Freitag Af Der Nacht (Die Schabes Nacht),1/6/1916,1916,
19825,Korobotshko,1/6/1916,1916,In Russian
19826,Tchudneia Otshe,1/6/1916,1916,In Russian
19827,Schlof Mein Kind,1/6/1916,1916,
19828,Ach Ty Riboineo Schel Eilom,1/20/1916,1916,
19829,Lomir Sich Iberbetten,1/20/1916,1916,
19830,"Mai-Ko-Mashma-Lon-Monologue, fin ''Jeschive Bocher''",1/20/1916,1916,
19831,Na Posledniu Piatiorku,1/20/1916,1916,In Russian
19832,Russian Gypsy Song,1/20/1916,1916,In Russian
19833,Ulan,3/30/1916,1916,In Polish
19834,Ona-Romanza,3/30/1916,1916,In Polish
19835,Pije Kuba,3/30/1916,1916,In Polish
19836,Bes Tobe Olesiu,3/30/1916,1916,In Ukranian
19837,Halka: Szuma Jodly Za Gorszczyca,4/6/1916,1916,In Polish
19838,Dzshigune,5/2/1916,1916,In Ukranian
19839,Oi Pushtshu Ia Konitshenka,5/2/1916,1916,In Ukranian
19840,Kuperian,5/2/1916,1916,In Ukranian
19841,Gorenjska Zdravica,7/7/1916,1916,In Slovene
19842,Savarjenje,7/7/1916,1916,In Slovene
19843,TolaCoa,8/8/1916,1916,In Slovene
19844,Veselja Dom (Happy Home),9/20/1916,1916,In Slovene
19845,Posledniaja Piaterka,6/1917,1917,In Russian
19846,"Kochalysia, Liubylysia",6/1917,1917,In Ukranian
19847,"Oj, Dajze Nam Hospode",6/1917,1917,In Ukranian
19848,Vo Polie Berioza Stojala,6/1917,1917,In Russian
19849,"Ach, Ty Nochenka",6/1917,1917,In Russian
19850,Vsie Geveriat,6/1917,1917,In Russian
19851,"Ach, Zachiem Eta Noch",6/1917,1917,In Russian
19852,Umorilas,6/1917,1917,In Russian
19853,Wanka Tanku Polyubil,6/1917,1917,In Russian
19854,Shteinerne Palatzen,1/16/1916,1916,
19855,Comez Aief,1/20/1916,1916,
19856,Muszka,4/6/1916,1916,In Polish
19857,O Mamo Mamo,4/6/1916,1916,In Ukranian
19858,Piesn Wieczorna,4/6/1916,1916,In Polish
19859,Iak Ba Meni Tshereviki,5/2/1916,1916,In Ukranian
19860,Veselja Dom (Happy Home),7/12/1916,1916,In Slovak
19861,Veselja Dom (Happy Home),8/8/1916,1916,In Slovak
19862,Nes Ziona-Zionist Song,8/8/1916,1916,
19863,Shir Avoida-Zionist Labor Song,8/8/1916,1916,
19864,"Urem Hartz (Poor Heart), from ''Circus Girl'' (Goldene Teg)",10/2/1928,1928,11-man orchestra
19865,"Zolst Nit Fargessen (Do Not Forget), from ''Circus Girl'' (Goldene Teg)",10/2/1928,1928,with Munia Serebroff; 11-man orchestra
19866,Shma Israel (Ohab Zedek),6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19867,Eiz Chaim,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19868,Ov Horachmim,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19869,Ishtabach,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19870,Mimkomcho,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19871,Yismechu,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19872,Kidushu,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19873,Zur Israel,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19874,Der Kidysh,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
19875,Birchas Kohanim,6/10/1907,1907,"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York. Vi 16233 was never issued."
19876,Geld,1896-7,1896,
19877,Fruhlingszeit,1896-7,1896,In German
19878,Son Of The Star: Duet,1896-7,1896,
19879,Isrulik Kim A Heim,12/14/1904,1904,
19880,Gott Und Sein Mishpet Is Gerecht,12/14/1904,1904,
19881,The Breach Of Promise,10/1916,1916,
19882,Tate Shmate Late,10/1916,1916,
19883,Charne Bok. Yankel Chwok,10/1916,1916,
19884,A Ligen Emes,10/1916,1916,
19885,Hamavdel,5/1917,1917,
19886,"Dudky-Brat (You Can't Bluff Me), from ''Yankele Litwak'' (Jacob The Lithuanian)",2/27/1923,1923,
19887,Der Rebin's Winder,2/1923,1923,
19888,Sis Gut Zu Sein A Yid,2/1923,1923,
19889,Mein Goldele,3/1923,1923,with Fannie Lubritzky
19890,"A Griss Fin Der Neuer Russland, from ''The Golden Bride''",3/1923,1923,
19891,Mikita,11/1923,1923,
19892,A Brief Tzim Rebin,11/1923,1923,
19893,Beautiful Eyes,1/1924,1924,
19894,The Burning Love,1/1924,1924,
19895,Peisechdike Kneidlech,3/1924,1924,
19896,Liebes' Romance,3/1924,1924,
19897,"Wen Die Liebe Wolt A Blum Gewe'en (If Love Were A Flower), from ''Sasha''",8/17/1928,1928,10-man orchestra
19898,"Mein Russland (My Russia), from ''Sasha''",8/17/1928,1928,10-man orchestra
19899,A Probe Oif Chazonim (Cantor's Test)-Pt. 1 ,8/17/1928,1928,10-man orchestra
19900,A Probe Oif Chazonim (Cantor's Test)-Pt. 2,8/17/1928,1928,10-man orchestra
19901,Ich Benk Noch Daine Schwartze (Longing For Your Eyes),10/26/1928,1928,9-man orchestra
19902,"Herzer Vergessen Nit (Hearts Can't Forget), from ''Herzer Vergessen Nit''",3/8/1929,1929,10-man orchestra
19903,"Die Liebe Is Git (Love Is Precious), from ''Senorita''",3/8/1929,1929,10-man orchestra
19904,Die Liebe Fun A Roiber (The Love Of A Bandit) (The Love Of A Bandit),4/16/1929,1929,
19905,Yoske Der Pedler-Korobeiniki,4/16/1929,1929,
19906,Kiddish,4/1929,1929,
19907,Yismach Moishe,4/1929,1929,
19908,"Goodbye, Dear-Pt.1",6/6/1929,1929,"Orchestra includes 2 c, vln, cl, tb, bj"
19909,"Goodbye, Dear-Pt.2",6/6/1929,1929,"Orchestra includes 2 c, vln, cl, tb, bj"
19910,"Tzurik Tzi Main Folk (Back To My People), from ''The Only Night''",7/1929,1929,
19911,"A Yid Bin Ich Geboiren (I Was Born A Jew), from ''The Only Night''",10/1929,1929,
19912,"Mazel In Liebe (Lucky In Love), from ''Lucky In Love''",12/1929,1929,
19913,"Vus Is Dus Far A Liebe! (What Kind Of Love Is This), from ''Lucky In Love''",12/1929,1929,
19914,Riboine Schel Oilom,1905,1905,
19915,Jehi Rotzein,1905,1905,
19916,Mi Shebonukh (Skorbove),5/1909,1909,
19917,Kdushe,5/1909,1909,
19918,Yirav Eninu B' Adonoi Parlsvig,5/1909,1909,
19919,Washomru,5/1909,1909,
19920,Adonoi Malech,5/1909,1909,
19921,Tka Tka,4/30/1915,1915,
19922,Kidessh,7/29/1915,1915,
19923,Der Holech W' Dor Bo,10/1916,1916,
19924,Die Schwie,10/1916,1916,
19925,Mener Weiber,3/1917,1917,
19926,Schelum,3/1917,1917,
19927,Day Of God From The Eve Of The Day Of Atonement,1914,1914,
19928,Leolom Yhei Odom,9/4/1924,1924,
19929,Elohenu Welohe Awosenu,9/4/1924,1924,
19930,Die Heimath,1/1917,1917,
19931,Der Tog Wos Geht Avek,1/1917,1917,
19932,Occhi Tei Fru,11/20/1918,1918,In Roumanian
19933,"Oi , Die Meidelach, fun ''Liovke Molodiets''",1/1921,1921,
19934,Der Reisender,1/1921,1921,
